"","rep","budget","at","bb","ext_prob","ext_prob_sd","ext_prob_95ci_inf","ext_prob_95ci_sup","act_dev","act_dev_sd","act_dev_95ci_inf","act_dev_95ci_sup","abs_act_dev","abs_act_dev_sd","abs_act_dev_95ci_inf","abs_act_dev_95ci_sup","fin_yield","fin_yield_sd","fin_yield_95ci_inf","fin_yield_95ci_sup","max_diff_yield","max_diff_yield_sd","max_diff_yield_95ci_inf","max_diff_yield_95ci_sup","inac_ts","inac_ts_sd","inac_ts_95ci_inf","inac_ts_95ci_sup","SumAbsDev","SumAbsDev_sd","SumAbsDev_95ci_inf","SumAbsDev_95ci_sup"
"43",92,1000,0.4,0.8,0.08,0.0836122604706397,0.03,0.13,-0.0727282608695652,0.127879620221255,-0.145440217391304,0.00527717391304348,0.315130434782609,0.0694811699921627,0.275298913043478,0.355211956521739,0.866371342136549,0.0265926333885006,0.850009780485734,0.881683031165082,0.0653366808853182,0.0111890616664254,0.0586062711949232,0.0714140993812178,0.234239130434783,0.0172279791146565,0.22445652173913,0.245108695652174,NA,NA,NA,NA
"44",94,1000,0.4,0.9,0.06,0.077927472107665,0.02,0.11,-0.0164095744680851,0.140086898304146,-0.096936170212766,0.0733351063829787,0.330462765957447,0.0775523287205274,0.283255319148936,0.379191489361702,0.875603122922207,0.026796512492107,0.859468332363697,0.891461490192819,0.0610127725131153,0.0108293490863318,0.0546903219816302,0.0671224725677931,0.240425531914894,0.0171749157319359,0.230851063829787,0.251063829787234,NA,NA,NA,NA
"45",93,1000,0.4,1,0.07,0.0814783605156807,0.02,0.12,-0.0601559139784946,0.137262385355943,-0.140731182795699,0.0244731182795699,0.334048387096774,0.076589232167593,0.289924731182796,0.380752688172043,0.888504874411962,0.0282268078538354,0.872049084341398,0.904797912466398,0.0577584481335642,0.0119189107598626,0.0508864949042121,0.0642331230660443,0.227956989247312,0.0199719517559626,0.216129032258065,0.239784946236559,NA,NA,NA,NA
"46",86,1000,0.5,0,0.57,0.0782811379438811,0.505,0.635,-0.0798197674418605,0.139108124434975,-0.157889534883721,0.00236627906976744,0.317098837209302,0.076966428280749,0.273744186046512,0.35931976744186,0.874586925417878,0.0278833782147458,0.858394960483285,0.89017318541061,0.0625966102248556,0.0126660784039295,0.0543125960156349,0.0691133185830809,0.37093023255814,0.0197383611632108,0.359883720930233,0.381976744186047,NA,NA,NA,NA
"47",83,1000,0.5,0.1,0.17,0.116286375866312,0.1,0.24,-0.0230963855421687,0.141632032855194,-0.104512048192771,0.0584036144578313,0.304361445783133,0.0753425513594366,0.260831325301205,0.346150602409639,0.857607706607681,0.027981977119251,0.842325727127259,0.873945274849398,0.0677370584914506,0.0124552015581633,0.0608620936858,0.0741187117530897,0.347590361445783,0.014832165286222,0.339156626506024,0.356024096385542,NA,NA,NA,NA
"48",88,1000,0.5,0.2,0.12,0.103333680351323,0.06,0.19,0.0929431818181818,0.148307071768381,0.0107556818181818,0.179181818181818,0.340420454545455,0.0879038330616031,0.289573863636364,0.392613636363636,0.863617265181108,0.0312209171422637,0.846600304066051,0.88207558371804,0.0629652503828269,0.0138338365660267,0.0546002894157954,0.0702005419263591,0.332386363636364,0.0168819604904381,0.323295454545455,0.342045454545455,NA,NA,NA,NA
"49",86,1000,0.5,0.3,0.14,0.111166773431415,0.07,0.21,0.0842848837209302,0.150319100466164,0.000249999999999997,0.17206976744186,0.329029069767442,0.0930946928846223,0.276418604651163,0.381063953488372,0.871681002452762,0.0343070595127568,0.852658071402616,0.891088247183866,0.058942458427962,0.0138362934284709,0.0509203525546447,0.0666125894109479,0.327325581395349,0.0169463625179457,0.318604651162791,0.337209302325581,NA,NA,NA,NA
"50",93,1000,0.5,0.4,0.07,0.0802709993293551,0.02,0.12,-0.00844623655913978,0.132520037225919,-0.0857849462365591,0.0679838709677419,0.29297311827957,0.0888330623913714,0.239532258064516,0.34347311827957,0.84748940062164,0.0332262056345827,0.826907692792339,0.866578647933468,0.0685328897090158,0.0137010750048517,0.05956319057172,0.0762497012092421,0.31989247311828,0.0153151675144254,0.311290322580645,0.329032258064516,NA,NA,NA,NA
"51",94,1000,0.5,0.5,0.06,0.0723991182489975,0.02,0.11,0.0995212765957447,0.145844455553678,0.0104308510638298,0.186398936170213,0.333117021276596,0.0951805362377928,0.275510638297872,0.388925531914894,0.858397101479388,0.032637347012025,0.839244813829787,0.87816346825133,0.0617551583730339,0.0129375690955573,0.0536887613469326,0.0696963803015212,0.307978723404255,0.0177428605940667,0.297872340425532,0.31968085106383,NA,NA,NA,NA
"52",92,1000,0.5,0.6,0.08,0.085581498755823,0.03,0.13,-0.0438967391304348,0.169846847915265,-0.14154347826087,0.0546195652173913,0.409635869565217,0.0856898142125798,0.364195652173913,0.460266304347826,0.889327522078804,0.0276407431213984,0.872499057404891,0.906384706182065,0.0554509139531043,0.0111686043772596,0.0490792075241397,0.062167152245453,0.298369565217391,0.0177690549593267,0.28804347826087,0.308695652173913,NA,NA,NA,NA
"53",84,1000,0.5,0.7,0.16,0.115553372162745,0.09,0.23,-0.0808095238095238,0.153436561047748,-0.16564880952381,0.0115952380952381,0.3265,0.100272668204414,0.272946428571429,0.382672619047619,0.868632800874256,0.0344691648937656,0.849257424200149,0.887553748139881,0.0589575382421235,0.012772389779453,0.0521535991055998,0.0661661199460273,0.301785714285714,0.0165230674487523,0.292261904761905,0.311904761904762,NA,NA,NA,NA
"54",85,1000,0.5,0.8,0.15,0.110635222805635,0.09,0.22,-0.0595,0.166017985017632,-0.150782352941176,0.0306588235294118,0.334052941176471,0.10839356603575,0.269705882352941,0.393635294117647,0.883822918198529,0.0354622410012763,0.863123671875,0.903065459558823,0.0570109194275631,0.0132511539385421,0.0498897543574785,0.0647115340280602,0.297058823529412,0.0204275271318473,0.285294117647059,0.308235294117647,NA,NA,NA,NA
"55",82,1000,0.5,0.9,0.18,0.117297446302513,0.11,0.26,0.0191768292682927,0.166188762089033,-0.0736280487804878,0.115012195121951,0.339810975609756,0.10348753713522,0.284591463414634,0.40194512195122,0.878130062642912,0.0373194032057832,0.857180088843369,0.897217247046494,0.0591685523305414,0.0148591845267261,0.0504855482022226,0.0670514405420995,0.304878048780488,0.0208908600523,0.29390243902439,0.317073170731707,NA,NA,NA,NA
"56",83,1000,0.5,1,0.17,0.115380792477463,0.1,0.24,0.0377168674698795,0.203666083726851,-0.0706084337349398,0.147771084337349,0.440692771084337,0.111484544886828,0.379210843373494,0.503030120481928,0.8757087890625,0.0334825353800702,0.857346154932229,0.89507472467997,0.0607018405060044,0.0141539227422962,0.0527723767466802,0.0686885678598472,0.290963855421687,0.0198494768516957,0.280120481927711,0.302409638554217,NA,NA,NA,NA
