"rep","memory","budget","ratio","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","SumAbsDev","final_ts"
53,1,1000,0.7,0,0,1,-0.8635,0.8635,39315,0.0204339051463169,0,6807,6
54,1,1000,0.7,0,0,0,-0.693,0.693,35402.5625,0.054590570719603,0,11501,20
55,1,1000,0.7,0,0,1,-0.9335,0.9335,39303.5,0.0151745068285281,0,12955,17
56,1,1000,0.7,0,0,1,-0.9775,0.9775,39868.5,0.00825412706353177,0,9080,11
57,1,1000,0.7,0,0,1,-0.9395,0.9395,39458,0.0213246362267938,0,8022,8
58,1,1000,0.7,0,0,1,-0.9725,0.9725,39856,0.00850425212606303,0,8883,9
59,1,1000,0.7,0,0,1,-0.9585,0.9585,39766.5,0.00951903807615231,0,8052,7
60,1,1000,0.7,0,0,1,-0.9615,0.9615,39707,0.0130195292939409,0,9730,10
61,1,1000,0.7,0,0,1,-0.9435,0.9435,39683.75,0.0142857142857143,0,8903,7
62,1,1000,0.7,0,0,1,-0.9135,0.9135,39136.75,0.0250189537528431,0,7770,7
63,1,1000,0.7,0,0,1,-0.9895,0.9895,39982,0.002,0,9633,10
64,1,1000,0.7,0,0,1,-0.908,0.908,39862,0.00650650650650651,0,7265,7
65,1,1000,0.7,0,0,1,-0.939,0.939,39581.75,0.018546365914787,0,10621,11
66,1,1000,0.7,0,0,1,-0.978,0.978,39904,0.00450225112556278,0,13337,17
67,1,1000,0.7,0,0,1,-0.989,0.989,39970,0.003,0,13317,16
68,1,1000,0.7,0,0,1,-0.8735,0.8735,39391.75,0.0236062280261175,0,6829,6
69,1,1000,0.7,0,0,1,-0.9935,0.9935,39988,0.004,0,8349,6
70,1,1000,0.7,0,0,1,-0.878,0.878,39523.25,0.0186023127199598,0,6612,5
71,1,1000,0.7,0,0,0,-0.78,0.78,35837.5,0.0485278080697928,0,11250,20
72,1,1000,0.7,0,0,1,-0.8845,0.8845,39560.75,0.0193273092369478,0,6874,6
73,1,1000,0.7,0,0,1,-0.993,0.993,40000,0,0,8719,7
74,1,1000,0.7,0,0,1,-0.966,0.966,39874,0.00850425212606303,0,9493,11
75,1,1000,0.7,0,0,1,-0.979,0.979,39970.25,0.006,0,9688,8
