"","rep","scar","at","bb","extinct","act_dev","fin_yield","max_diff_yield","inac_ts","abs_act_dev"
"12960",60,1,0.2,0.6,0,1.556,8952.78125,0.2,5,1.556
"12961",61,1,0.2,0.6,0,0.992,9165.25,0.2,5,0.992
"12962",62,1,0.2,0.6,0,0.146,9512.78125,0.1,6,0.146
"12963",63,1,0.2,0.6,0,-0.43,9752.75,0.1,5,0.43
"12964",64,1,0.2,0.6,0,-0.661,9852.6875,0.1,2,0.661
"12965",65,1,0.2,0.6,0,-0.466,9769.703125,0.1,8,0.466
"12966",66,1,0.2,0.6,0,1.119,9122.921875,0.2,3,1.119
"12967",67,1,0.2,0.6,0,1.186,9097.34375,0.2,4,1.186
"12968",68,1,0.2,0.6,0,1.434,9003.59375,0.2,1,1.434
"12969",69,1,0.2,0.6,0,-0.713,9878.25,0.1,1,0.713
"12970",70,1,0.2,0.6,0,1.44,8999.65625,0.3,2,1.44
"12971",71,1,0.2,0.6,0,0.089,9529.5625,0.1,6,0.089
"12972",72,1,0.2,0.6,1,-0.172,9643.125,0.1,9,0.172
"12973",73,1,0.2,0.6,0,-0.363,9730.90625,0.1,6,0.363
"12974",74,1,0.2,0.6,0,-0.315,9707.140625,0.1,2,0.315
"12975",75,1,0.2,0.6,0,0.102,9528.75,0.1,7,0.102
"12976",76,1,0.2,0.6,0,-0.902,9956.25,0.1,7,0.902
"12977",77,1,0.2,0.6,1,-0.989,9994.5,0,5,0.989
"12978",78,1,0.2,0.6,0,0.278,9456.515625,0.2,5,0.278
"12979",79,1,0.2,0.6,0,-0.623,9835.625,0.1,4,0.623
"12980",80,1,0.2,0.6,0,1.014,9168.859375,0.2,6,1.014
"12981",81,1,0.2,0.6,0,0.495,9370.6875,0.1,3,0.495
"12982",82,1,0.2,0.6,0,1.206,9097.875,0.1,7,1.206
"12983",83,1,0.2,0.6,0,0.873,9229.53125,0.2,4,0.873
"12984",84,1,0.2,0.6,0,-0.858,9939.75,0.1,3,0.858
"12985",85,1,0.2,0.6,0,0.133,9513.4375,0.1,4,0.133
"12986",86,1,0.2,0.6,0,-0.429,9755.78125,0.1,2,0.429
"12987",87,1,0.2,0.6,0,0.345,9434.796875,0.1,6,0.345
"12988",88,1,0.2,0.6,0,-0.19,9653.3828125,0.1,0,0.19
"12989",89,1,0.2,0.6,0,-0.272,9685.8125,0.1,6,0.272
"12990",90,1,0.2,0.6,0,1.287,9054.59375,0.2,5,1.287
"12991",91,1,0.2,0.6,0,-0.012,9579.546875,0.1,4,0.012
"12992",92,1,0.2,0.6,0,-0.944,9974.75,0.1,4,0.944
"12993",93,1,0.2,0.6,0,0.698,9294.09375,0.1,6,0.698
"12994",94,1,0.2,0.6,0,-0.246,9684.65625,0.1,2,0.246
"12995",95,1,0.2,0.6,0,-0.214,9667.15625,0.1,8,0.214
"12996",96,1,0.2,0.6,0,0.278,9453.8515625,0.1,5,0.278
"12997",97,1,0.2,0.6,0,0.128,9531.25,0.1,5,0.128
"12998",98,1,0.2,0.6,0,0.587,9318.53125,0.1,8,0.587
"12999",99,1,0.2,0.6,0,0.365,9425.96875,0.1,1,0.365
"13000",100,1,0.2,0.6,0,1.178,9112.015625,0.2,2,1.178
"13001",1,1,0.2,0.7,0,0.748,9274.3359375,0.2,4,0.748
"13002",2,1,0.2,0.7,0,-0.378,9732.03125,0.1,2,0.378
"13003",3,1,0.2,0.7,0,-0.085,9607.25,0.1,9,0.085
"13004",4,1,0.2,0.7,0,-0.688,9861.625,0.1,3,0.688
"13005",5,1,0.2,0.7,0,1.337,9038.453125,0.1,4,1.337
"13006",6,1,0.2,0.7,0,1.145,9113.421875,0.2,6,1.145
"13007",7,1,0.2,0.7,0,-0.924,9965.875,0.1,1,0.924
"13008",8,1,0.2,0.7,0,-0.568,9812.875,0.1,6,0.568
"13009",9,1,0.2,0.7,0,1.219,9095.109375,0.2,1,1.219
"13010",10,1,0.2,0.7,0,0.052,9555.84375,0.1,3,0.052
"13011",11,1,0.2,0.7,0,-0.44,9752.75,0.1,2,0.44
"13012",12,1,0.2,0.7,0,-0.214,9663.578125,0.1,5,0.214
"13013",13,1,0.2,0.7,0,0.0960000000000001,9526.3125,0.1,6,0.0960000000000001
"13014",14,1,0.2,0.7,0,0.822,9239.765625,0.2,6,0.822
"13015",15,1,0.2,0.7,0,0.349,9425.71875,0.2,5,0.349
"13016",16,1,0.2,0.7,0,0.277,9465.3125,0.1,6,0.277
"13017",17,1,0.2,0.7,0,-0.517,9789.28125,0.1,4,0.517
"13018",18,1,0.2,0.7,0,1.297,9048.53125,0.2,4,1.297
"13019",19,1,0.2,0.7,0,-0.764,9897.5625,0,1,0.764
"13020",20,1,0.2,0.7,0,0.195,9496.0625,0.1,5,0.195
"13021",21,1,0.2,0.7,0,-0.237,9671.28125,0.1,3,0.237
"13022",22,1,0.2,0.7,0,-0.344,9715.640625,0.1,5,0.344
"13023",23,1,0.2,0.7,0,1.264,9074.71875,0.2,7,1.264
"13024",24,1,0.2,0.7,0,-0.684,9858.6875,0.1,6,0.684
"13025",25,1,0.2,0.7,0,-0.52,9792.6875,0.1,6,0.52
"13026",26,1,0.2,0.7,0,1.026,9145.9375,0.2,8,1.026
"13027",27,1,0.2,0.7,0,-0.476,9771.6875,0.1,3,0.476
"13028",28,1,0.2,0.7,0,-0.496,9781.65625,0.1,3,0.496
"13029",29,1,0.2,0.7,0,0.72,9282.9375,0.2,5,0.72
"13030",30,1,0.2,0.7,0,-0.495,9782.9375,0.2,6,0.495
"13031",31,1,0.2,0.7,0,-0.388,9736.125,0.1,5,0.388
"13032",32,1,0.2,0.7,0,1.107,9112.625,0.1,5,1.107
"13033",33,1,0.2,0.7,0,-0.912,9960.1875,0.1,3,0.912
"13034",34,1,0.2,0.7,0,1.327,9035.578125,0.1,6,1.327
"13035",35,1,0.2,0.7,0,0.699,9294.53125,0.1,6,0.699
"13036",36,1,0.2,0.7,0,0.296,9441.25,0.1,4,0.296
"13037",37,1,0.2,0.7,0,0.182,9503.984375,0.1,4,0.182
"13038",38,1,0.2,0.7,0,-0.685,9860.5,0.1,6,0.685
"13039",39,1,0.2,0.7,0,0.208,9484.28125,0.2,8,0.208
"13040",40,1,0.2,0.7,0,-0.283,9688.53125,0.1,6,0.283
"13041",41,1,0.2,0.7,0,-0.545,9804.84375,0.1,5,0.545
"13042",42,1,0.2,0.7,0,0.143,9521.78125,0.1,1,0.143
"13043",43,1,0.2,0.7,0,1.165,9103.40625,0.2,6,1.165
"13044",44,1,0.2,0.7,0,-0.192,9649.5,0.1,6,0.192
"13045",45,1,0.2,0.7,0,-0.872,9945.875,0.1,7,0.872
"13046",46,1,0.2,0.7,0,-0.375,9728.15625,0.1,5,0.375
"13047",47,1,0.2,0.7,0,-0.377,9733.4375,0.1,2,0.377
"13048",48,1,0.2,0.7,0,-0.048,9595.1875,0.1,3,0.048
"13049",49,1,0.2,0.7,0,0.676,9316.140625,0.2,1,0.676
"13050",50,1,0.2,0.7,0,-0.451,9756.25,0.1,1,0.451
"13051",51,1,0.2,0.7,0,-0.643,9844.5,0.1,3,0.643
"13052",52,1,0.2,0.7,0,-0.18,9647.21875,0.1,9,0.18
"13053",53,1,0.2,0.7,0,-0.433,9751.53125,0.1,6,0.433
"13054",54,1,0.2,0.7,0,-0.64,9844.25,0.1,4,0.64
"13055",55,1,0.2,0.7,0,1.37,9034.921875,0.2,3,1.37
"13056",56,1,0.2,0.7,0,-0.398,9746.03125,0.1,2,0.398
"13057",57,1,0.2,0.7,0,1.553,8963.234375,0.2,5,1.553
"13058",58,1,0.2,0.7,0,-0.132,9622.25,0.1,3,0.132
"13059",59,1,0.2,0.7,1,-0.351,9722.375,0.1,8,0.351
"13060",60,1,0.2,0.7,0,-0.654,9844.75,0.1,3,0.654
"13061",61,1,0.2,0.7,0,-0.146,9636.375,0.1,6,0.146
"13062",62,1,0.2,0.7,0,-0.36,9732.15625,0.1,3,0.36
"13063",63,1,0.2,0.7,0,0.944,9195.65625,0.2,2,0.944
"13064",64,1,0.2,0.7,0,0.138,9514.65625,0,2,0.138
"13065",65,1,0.2,0.7,0,-0.09,9608.6875,0.1,5,0.09
"13066",66,1,0.2,0.7,0,-0.943,9974.25,0.1,2,0.943
"13067",67,1,0.2,0.7,0,0.429,9393.75,0.1,8,0.429
"13068",68,1,0.2,0.7,0,-0.319,9710.421875,0.1,6,0.319
"13069",69,1,0.2,0.7,0,-0.437,9755.0625,0.1,7,0.437
"13070",70,1,0.2,0.7,0,0.49,9368.4375,0.2,4,0.49
"13071",71,1,0.2,0.7,0,0.0089999999999999,9572,0.1,5,0.0089999999999999
"13072",72,1,0.2,0.7,1,-0.448,9758.59375,0.1,4,0.448
"13073",73,1,0.2,0.7,0,-0.433,9754.75,0.1,3,0.433
"13074",74,1,0.2,0.7,0,-0.316,9710.4375,0.1,7,0.316
"13075",75,1,0.2,0.7,0,-0.842,9930.75,0.1,3,0.842
"13076",76,1,0.2,0.7,0,-0.188,9655.859375,0.1,3,0.188
"13077",77,1,0.2,0.7,0,1.487,8979.59375,0.2,2,1.487
"13078",78,1,0.2,0.7,0,-0.731,9878.1875,0.1,2,0.731
"13079",79,1,0.2,0.7,0,-0.501,9783.5,0,2,0.501
"13080",80,1,0.2,0.7,0,1.473,8986.9375,0.2,3,1.473
"13081",81,1,0.2,0.7,0,-0.236,9679.53125,0.1,6,0.236
"13082",82,1,0.2,0.7,0,-0.23,9671.65625,0.1,7,0.23
"13083",83,1,0.2,0.7,0,0.306,9441.5625,0.1,6,0.306
"13084",84,1,0.2,0.7,0,0.777,9248.421875,0.2,10,0.777
"13085",85,1,0.2,0.7,0,-0.497,9785.125,0.1,5,0.497
"13086",86,1,0.2,0.7,0,-0.438,9756,0.1,2,0.438
"13087",87,1,0.2,0.7,0,-0.083,9613.484375,0.1,5,0.083
"13088",88,1,0.2,0.7,0,1.063,9137.53125,0.2,7,1.063
"13089",89,1,0.2,0.7,0,-0.19,9653.03125,0.1,4,0.19
"13090",90,1,0.2,0.7,0,-0.143,9638.203125,0.1,5,0.143
"13091",91,1,0.2,0.7,0,1.077,9148.0078125,0.2,7,1.077
"13092",92,1,0.2,0.7,0,-0.427,9751.71875,0.1,2,0.427
"13093",93,1,0.2,0.7,0,1.208,9085.703125,0.2,5,1.208
"13094",94,1,0.2,0.7,0,0.849,9242.59375,0.2,3,0.849
"13095",95,1,0.2,0.7,0,-0.498,9778.3125,0.1,4,0.498
"13096",96,1,0.2,0.7,0,0.359,9416.15625,0.1,6,0.359
"13097",97,1,0.2,0.7,0,0.467,9397.0625,0.2,5,0.467
"13098",98,1,0.2,0.7,1,-0.165,9638.03125,0.1,0,0.165
"13099",99,1,0.2,0.7,0,1.32,9049.421875,0.2,4,1.32
"13100",100,1,0.2,0.7,0,-0.797,9913.875,0.1,4,0.797
"13101",1,1,0.2,0.8,0,0.002,9570.984375,0.1,4,0.002
"13102",2,1,0.2,0.8,0,0.284,9450.875,0.1,9,0.284
"13103",3,1,0.2,0.8,0,0.713,9276.75,0.2,5,0.713
"13104",4,1,0.2,0.8,0,-0.465,9767.3125,0.1,4,0.465
"13105",5,1,0.2,0.8,0,0.332,9436.71875,0.1,5,0.332
"13106",6,1,0.2,0.8,0,0.946,9187.109375,0.1,4,0.946
"13107",7,1,0.2,0.8,0,-0.439,9756.0625,0.1,2,0.439
"13108",8,1,0.2,0.8,0,0.231,9468.875,0.1,7,0.231
"13109",9,1,0.2,0.8,0,0.343,9425.71875,0.1,8,0.343
"13110",10,1,0.2,0.8,0,0.0529999999999999,9544.125,0.1,7,0.0529999999999999
"13111",11,1,0.2,0.8,0,-0.519,9791.3125,0.1,6,0.519
"13112",12,1,0.2,0.8,0,0.299,9441.34375,0.1,7,0.299
"13113",13,1,0.2,0.8,0,-0.014,9574.3125,0.1,5,0.014
"13114",14,1,0.2,0.8,0,0.667,9292.34375,0.1,4,0.667
"13115",15,1,0.2,0.8,0,0.085,9539.265625,0.1,3,0.085
"13116",16,1,0.2,0.8,0,-0.19,9657.375,0.2,5,0.19
"13117",17,1,0.2,0.8,0,-0.55,9807.0625,0.1,2,0.55
"13118",18,1,0.2,0.8,0,-0.124,9622.5625,0.1,10,0.124
"13119",19,1,0.2,0.8,0,-0.758,9892.9375,0.1,1,0.758
"13120",20,1,0.2,0.8,0,-0.62,9834.8125,0.1,5,0.62
"13121",21,1,0.2,0.8,0,0.232,9477.5703125,0.1,3,0.232
"13122",22,1,0.2,0.8,0,-0.147,9627.53125,0.1,3,0.147
"13123",23,1,0.2,0.8,0,-0.075,9603.90625,0.1,5,0.075
"13124",24,1,0.2,0.8,0,0.499,9368.3125,0.1,7,0.499
"13125",25,1,0.2,0.8,1,-0.581,9818.5,0.1,5,0.581
"13126",26,1,0.2,0.8,0,-0.087,9609.71875,0.1,4,0.087
"13127",27,1,0.2,0.8,0,-0.37,9726.0625,0.1,0,0.37
"13128",28,1,0.2,0.8,0,-0.347,9711.875,0.1,3,0.347
"13129",29,1,0.2,0.8,0,-0.357,9719.5,0.1,4,0.357
"13130",30,1,0.2,0.8,0,-0.93,9970.1875,0.1,0,0.93
"13131",31,1,0.2,0.8,0,0.982,9176.796875,0.1,4,0.982
"13132",32,1,0.2,0.8,0,0.177,9498.15625,0.1,4,0.177
"13133",33,1,0.2,0.8,0,-0.712,9874.15625,0.2,4,0.712
"13134",34,1,0.2,0.8,0,-0.42,9746.15625,0.1,3,0.42
"13135",35,1,0.2,0.8,0,0.381,9402.921875,0.1,10,0.381
"13136",36,1,0.2,0.8,0,0.0580000000000001,9548.46875,0.1,7,0.0580000000000001
"13137",37,1,0.2,0.8,0,-0.928,9968.125,0.1,0,0.928
"13138",38,1,0.2,0.8,0,-0.304,9704.34375,0.1,7,0.304
"13139",39,1,0.2,0.8,0,-0.897,9955.25,0.1,3,0.897
"13140",40,1,0.2,0.8,0,-0.101,9620.6875,0.2,3,0.101
"13141",41,1,0.2,0.8,0,-0.544,9800.0625,0.1,6,0.544
"13142",42,1,0.2,0.8,0,-0.33,9716.09375,0.1,3,0.33
"13143",43,1,0.2,0.8,0,0.54,9359.78125,0.2,7,0.54
"13144",44,1,0.2,0.8,0,0.98,9165.765625,0.1,9,0.98
"13145",45,1,0.2,0.8,0,0.493,9373.875,0.1,7,0.493
"13146",46,1,0.2,0.8,0,-0.188,9649.75,0.1,2,0.188
"13147",47,1,0.2,0.8,0,1.448,9005.6015625,0.2,5,1.448
"13148",48,1,0.2,0.8,0,0.405,9401.375,0.1,5,0.405
"13149",49,1,0.2,0.8,0,0.102,9526.25,0.1,7,0.102
"13150",50,1,0.2,0.8,0,-0.125,9621.5625,0.1,5,0.125
"13151",51,1,0.2,0.8,0,0.746,9278.578125,0.2,8,0.746
"13152",52,1,0.2,0.8,0,-0.727,9878.5,0,4,0.727
"13153",53,1,0.2,0.8,0,1.276,9054.09375,0.2,5,1.276
"13154",54,1,0.2,0.8,0,-0.554,9807.15625,0.1,5,0.554
"13155",55,1,0.2,0.8,0,-0.036,9592.37890625,0.1,5,0.036
"13156",56,1,0.2,0.8,0,-0.495,9778.625,0.1,5,0.495
"13157",57,1,0.2,0.8,0,0.684,9288.125,0.1,8,0.684
"13158",58,1,0.2,0.8,0,0.0409999999999999,9558.28125,0.1,5,0.0409999999999999
"13159",59,1,0.2,0.8,0,0.0740000000000001,9546.96875,0.1,5,0.0740000000000001
"13160",60,1,0.2,0.8,0,0.222,9479.390625,0.1,6,0.222
"13161",61,1,0.2,0.8,0,0.534,9361.546875,0.1,4,0.534
"13162",62,1,0.2,0.8,0,0.676,9309.578125,0.2,2,0.676
"13163",63,1,0.2,0.8,0,-0.17,9640.25,0.1,10,0.17
"13164",64,1,0.2,0.8,0,-0.272,9684.46875,0,5,0.272
"13165",65,1,0.2,0.8,0,0.487,9365.625,0.1,8,0.487
"13166",66,1,0.2,0.8,0,-0.095,9614.53125,0.1,4,0.095
"13167",67,1,0.2,0.8,0,-0.481,9778.0625,0.1,5,0.481
"13168",68,1,0.2,0.8,0,-0.314,9699.84375,0.1,2,0.314
"13169",69,1,0.2,0.8,0,-0.638,9843.25,0.1,5,0.638
"13170",70,1,0.2,0.8,0,-0.78,9905.75,0.1,5,0.78
"13171",71,1,0.2,0.8,0,-0.578,9819.25,0.1,6,0.578
"13172",72,1,0.2,0.8,0,1.599,8934.11328125,0.2,4,1.599
"13173",73,1,0.2,0.8,0,-0.22,9666.15625,0.1,3,0.22
"13174",74,1,0.2,0.8,0,1.043,9153.828125,0.2,7,1.043
"13175",75,1,0.2,0.8,0,0.8,9257.31640625,0.2,4,0.8
"13176",76,1,0.2,0.8,0,-0.571,9815.9375,0.1,5,0.571
"13177",77,1,0.2,0.8,0,-0.301,9695.875,0.1,8,0.301
"13178",78,1,0.2,0.8,0,-0.855,9936.5625,0.1,3,0.855
"13179",79,1,0.2,0.8,0,0.707,9286.484375,0.2,7,0.707
"13180",80,1,0.2,0.8,0,-0.542,9801.25,0.1,4,0.542
"13181",81,1,0.2,0.8,0,0.313,9446.65625,0.1,5,0.313
"13182",82,1,0.2,0.8,0,-0.192,9658.9140625,0.1,3,0.192
"13183",83,1,0.2,0.8,0,0.838,9238.3125,0.2,5,0.838
"13184",84,1,0.2,0.8,0,0.911,9207.609375,0.2,4,0.911
"13185",85,1,0.2,0.8,0,-0.349,9718.1875,0.1,9,0.349
"13186",86,1,0.2,0.8,0,-0.136,9627.90625,0.1,2,0.136
"13187",87,1,0.2,0.8,0,-0.243,9673.09375,0.1,3,0.243
"13188",88,1,0.2,0.8,0,-0.103,9613.25,0.1,8,0.103
"13189",89,1,0.2,0.8,0,0.0620000000000001,9544.59375,0.2,4,0.0620000000000001
"13190",90,1,0.2,0.8,0,-0.082,9609.125,0.1,5,0.082
"13191",91,1,0.2,0.8,0,0.172,9503.34375,0.1,6,0.172
"13192",92,1,0.2,0.8,0,-0.419,9744.5625,0.1,8,0.419
"13193",93,1,0.2,0.8,0,-0.744,9888.1875,0.1,3,0.744
"13194",94,1,0.2,0.8,0,1.103,9132.5078125,0.2,2,1.103
"13195",95,1,0.2,0.8,0,-0.464,9771.34375,0.1,5,0.464
"13196",96,1,0.2,0.8,0,0.133,9511.84375,0.1,6,0.133
"13197",97,1,0.2,0.8,0,-0.209,9656.875,0.1,5,0.209
"13198",98,1,0.2,0.8,0,-0.579,9815.75,0.1,3,0.579
"13199",99,1,0.2,0.8,0,0.077,9538.90625,0.1,4,0.077
"13200",100,1,0.2,0.8,0,1.024,9165.3671875,0.2,6,1.024
"13201",1,1,0.2,0.9,0,-0.447,9758.9375,0.1,1,0.447
"13202",2,1,0.2,0.9,0,-0.715,9874.9375,0.1,4,0.715
"13203",3,1,0.2,0.9,0,-0.789,9906,0.1,5,0.789
"13204",4,1,0.2,0.9,0,-0.812,9917.5,0,3,0.812
"13205",5,1,0.2,0.9,0,-0.949,9977.375,0.1,4,0.949
"13206",6,1,0.2,0.9,0,-0.826,9923.1875,0.1,2,0.826
"13207",7,1,0.2,0.9,0,0.521,9354.53125,0.1,4,0.521
"13208",8,1,0.2,0.9,0,-0.811,9916.75,0.1,3,0.811
"13209",9,1,0.2,0.9,0,-0.505,9785.3125,0.1,9,0.505
"13210",10,1,0.2,0.9,0,-0.48,9774.8125,0.1,3,0.48
"13211",11,1,0.2,0.9,0,-0.408,9750.453125,0.1,5,0.408
"13212",12,1,0.2,0.9,0,-0.249,9680,0.1,3,0.249
"13213",13,1,0.2,0.9,0,1.113,9114.75,0.1,5,1.113
"13214",14,1,0.2,0.9,0,1.395,9017.7265625,0.1,6,1.395
"13215",15,1,0.2,0.9,0,0.269,9462.625,0.2,8,0.269
"13216",16,1,0.2,0.9,0,0.018,9557.59375,0.1,6,0.018
"13217",17,1,0.2,0.9,0,-0.134,9628.875,0.1,3,0.134
"13218",18,1,0.2,0.9,0,-0.703,9871.640625,0.1,5,0.703
"13219",19,1,0.2,0.9,0,-0.82,9920.75,0.1,5,0.82
"13220",20,1,0.2,0.9,0,-0.166,9641.375,0.1,5,0.166
"13221",21,1,0.2,0.9,0,0.936,9201.5,0.2,3,0.936
"13222",22,1,0.2,0.9,0,-0.182,9653.75,0.1,8,0.182
"13223",23,1,0.2,0.9,1,-0.26,9675.625,0.1,6,0.26
"13224",24,1,0.2,0.9,0,-0.506,9787.625,0.1,3,0.506
"13225",25,1,0.2,0.9,0,-0.018,9581.46875,0.1,3,0.018
"13226",26,1,0.2,0.9,0,0.132,9523.1875,0.2,2,0.132
"13227",27,1,0.2,0.9,0,-0.045,9583.65625,0.1,3,0.045
"13228",28,1,0.2,0.9,0,0.397,9413.15625,0.1,5,0.397
"13229",29,1,0.2,0.9,0,0.619,9325.8125,0.2,1,0.619
"13230",30,1,0.2,0.9,0,-0.524,9792.9375,0.2,4,0.524
"13231",31,1,0.2,0.9,0,1.103,9119.765625,0.1,7,1.103
"13232",32,1,0.2,0.9,0,-0.861,9938.5625,0.1,2,0.861
"13233",33,1,0.2,0.9,0,-0.394,9737.96875,0.1,5,0.394
"13234",34,1,0.2,0.9,0,-0.031,9585.21875,0.1,9,0.031
"13235",35,1,0.2,0.9,0,-0.302,9697.3125,0.1,8,0.302
"13236",36,1,0.2,0.9,0,-0.975,9988.5,0.1,6,0.975
"13237",37,1,0.2,0.9,0,0.464,9374.53125,0.1,10,0.464
"13238",38,1,0.2,0.9,0,-0.265,9678.9375,0.1,3,0.265
"13239",39,1,0.2,0.9,0,-0.367,9726.3125,0.1,1,0.367
"13240",40,1,0.2,0.9,0,-0.184,9653.703125,0.1,6,0.184
"13241",41,1,0.2,0.9,0,-0.669,9853.4375,0.1,4,0.669
"13242",42,1,0.2,0.9,0,-0.32,9714.5,0.1,3,0.32
"13243",43,1,0.2,0.9,0,-0.609,9830.6875,0.1,6,0.609
"13244",44,1,0.2,0.9,0,-0.343,9715.3125,0.1,3,0.343
"13245",45,1,0.2,0.9,0,0.115,9524.25,0.1,7,0.115
"13246",46,1,0.2,0.9,0,0.0169999999999999,9561.03125,0.1,8,0.0169999999999999
"13247",47,1,0.2,0.9,0,-0.347,9726.0625,0.1,2,0.347
"13248",48,1,0.2,0.9,0,1.431,8986.703125,0.2,6,1.431
"13249",49,1,0.2,0.9,0,-0.281,9691.5,0.1,11,0.281
"13250",50,1,0.2,0.9,0,-0.117,9619.671875,0.1,6,0.117
"13251",51,1,0.2,0.9,0,-0.054,9589.625,0.1,7,0.054
"13252",52,1,0.2,0.9,0,-0.448,9763.09375,0.1,7,0.448
"13253",53,1,0.2,0.9,0,-0.71,9875.75,0.1,6,0.71
"13254",54,1,0.2,0.9,0,-0.696,9865,0.1,0,0.696
"13255",55,1,0.2,0.9,0,0.271,9467.25,0.1,4,0.271
"13256",56,1,0.2,0.9,0,1.232,9079.09375,0.2,6,1.232
"13257",57,1,0.2,0.9,0,0.275,9452.859375,0.1,8,0.275
"13258",58,1,0.2,0.9,0,-0.24,9670.5,0.1,3,0.24
"13259",59,1,0.2,0.9,0,-0.911,9958.5,0.1,0,0.911
"13260",60,1,0.2,0.9,0,-0.684,9862.3125,0.1,1,0.684
"13261",61,1,0.2,0.9,0,0.673,9298.546875,0.1,5,0.673
"13262",62,1,0.2,0.9,0,-0.901,9956.875,0.1,2,0.901
"13263",63,1,0.2,0.9,0,-0.867,9942.5625,0.1,4,0.867
"13264",64,1,0.2,0.9,0,0.218,9487.734375,0.1,5,0.218
"13265",65,1,0.2,0.9,1,-0.169,9643.5,0.1,1,0.169
"13266",66,1,0.2,0.9,0,-0.646,9845.1875,0.1,2,0.646
"13267",67,1,0.2,0.9,0,-0.015,9579.40625,0.1,4,0.015
"13268",68,1,0.2,0.9,0,-0.668,9855.125,0.1,2,0.668
"13269",69,1,0.2,0.9,0,-0.358,9719.34375,0.1,2,0.358
"13270",70,1,0.2,0.9,0,-0.356,9722.875,0.1,7,0.356
"13271",71,1,0.2,0.9,0,0.23,9478.3125,0.1,10,0.23
"13272",72,1,0.2,0.9,0,0.538,9353.1875,0.1,3,0.538
"13273",73,1,0.2,0.9,0,1.036,9144.4140625,0.2,8,1.036
"13274",74,1,0.2,0.9,0,-0.182,9648.59375,0,1,0.182
"13275",75,1,0.2,0.9,0,-0.37,9727.125,0.1,4,0.37
"13276",76,1,0.2,0.9,0,1.136,9110.03125,0.1,6,1.136
"13277",77,1,0.2,0.9,0,-0.616,9831.375,0.1,7,0.616
"13278",78,1,0.2,0.9,0,1.103,9118.125,0.1,5,1.103
"13279",79,1,0.2,0.9,0,0.255,9473.875,0.2,3,0.255
"13280",80,1,0.2,0.9,0,0.506,9366,0.2,2,0.506
"13281",81,1,0.2,0.9,0,0.44,9383.828125,0.1,3,0.44
"13282",82,1,0.2,0.9,0,0.0229999999999999,9553.5625,0.1,6,0.0229999999999999
"13283",83,1,0.2,0.9,0,-0.349,9717.8125,0.1,3,0.349
"13284",84,1,0.2,0.9,0,-0.646,9844.75,0.1,4,0.646
"13285",85,1,0.2,0.9,0,0.0600000000000001,9542.15625,0.1,5,0.0600000000000001
"13286",86,1,0.2,0.9,0,0.651,9321.21875,0.2,6,0.651
"13287",87,1,0.2,0.9,0,-0.474,9774.0625,0.1,1,0.474
"13288",88,1,0.2,0.9,0,-0.797,9912.3125,0.1,6,0.797
"13289",89,1,0.2,0.9,0,0.735,9286.15625,0.2,3,0.735
"13290",90,1,0.2,0.9,0,0.089,9534.6875,0.1,7,0.089
"13291",91,1,0.2,0.9,0,0.897,9212.890625,0.2,5,0.897
"13292",92,1,0.2,0.9,0,-0.156,9631.5625,0.1,8,0.156
"13293",93,1,0.2,0.9,0,0.26,9459.3125,0.1,6,0.26
"13294",94,1,0.2,0.9,0,1.106,9121.75,0.1,8,1.106
"13295",95,1,0.2,0.9,0,-0.03,9585.0625,0.1,6,0.03
"13296",96,1,0.2,0.9,0,0.796,9265.0703125,0.2,3,0.796
"13297",97,1,0.2,0.9,0,0.791,9263.40625,0.2,2,0.791
"13298",98,1,0.2,0.9,0,0.971,9178.6328125,0.2,1,0.971
"13299",99,1,0.2,0.9,0,1.459,8987.453125,0.2,4,1.459
"13300",100,1,0.2,0.9,0,-0.521,9790.9375,0.1,1,0.521
"13301",1,1,0.2,1,0,0.35,9425,0.1,4,0.35
"13302",2,1,0.2,1,0,1.119,9134.6328125,0.2,5,1.119
"13303",3,1,0.2,1,0,-0.901,9958.125,0.1,4,0.901
"13304",4,1,0.2,1,0,-0.49,9777.03125,0.1,3,0.49
"13305",5,1,0.2,1,0,-0.917,9962.625,0.1,2,0.917
"13306",6,1,0.2,1,0,0.255,9471.1875,0.1,9,0.255
"13307",7,1,0.2,1,0,0.248,9469.0625,0.1,7,0.248
"13308",8,1,0.2,1,0,-0.681,9859.875,0.1,8,0.681
"13309",9,1,0.2,1,0,0.437,9396.703125,0.1,6,0.437
"13310",10,1,0.2,1,0,-0.521,9791.625,0.1,6,0.521
"13311",11,1,0.2,1,0,0.207,9488.375,0.1,4,0.207
"13312",12,1,0.2,1,0,-0.047,9597.078125,0.1,6,0.047
"13313",13,1,0.2,1,0,1.469,8987.953125,0.1,3,1.469
"13314",14,1,0.2,1,0,0.022,9562.71875,0.1,10,0.022
"13315",15,1,0.2,1,0,0.209,9488.828125,0.1,5,0.209
"13316",16,1,0.2,1,0,-0.718,9878.8125,0.1,4,0.718
"13317",17,1,0.2,1,0,-0.593,9822.6875,0.1,1,0.593
"13318",18,1,0.2,1,0,-0.549,9807.515625,0.1,3,0.549
"13319",19,1,0.2,1,0,0.776,9257.7578125,0.2,7,0.776
"13320",20,1,0.2,1,0,-0.494,9782.1875,0.1,3,0.494
"13321",21,1,0.2,1,0,-0.711,9874.9375,0.1,8,0.711
"13322",22,1,0.2,1,1,-0.266,9684,0.1,4,0.266
