"","budget","at","bb","extinct","","","","","","","","","","","","","","","","","","","",""
"751",1000,0.7,0.8,1,17,17,17,17,2,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"752",1000,0.7,0.8,1,14,14,14,14,14,14,14,14,2,9,9,9,9,9,9,0,0,0,0,0
"753",1000,0.7,0.8,1,20,20,20,20,20,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"754",1000,0.7,0.8,1,15,15,15,15,2,2,2,2,2,2,2,2,2,6,6,100,100,5,9,0
"755",1000,0.7,0.8,1,16,16,16,16,2,2,2,2,2,2,2,2,2,2,5,100,100,5,9,0
"756",1000,0.7,0.8,1,18,18,18,3,3,3,3,3,3,3,3,3,3,3,5,100,100,5,0,0
"757",1000,0.7,0.8,1,18,18,18,18,18,18,2,9,9,9,0,0,0,0,0,0,0,0,0,0
"758",1000,0.7,0.8,1,16,16,16,16,16,2,2,2,2,2,2,2,2,2,7,100,100,5,9,0
"759",1000,0.7,0.8,0,17,17,17,17,2,2,5,5,5,5,5,5,5,5,5,5,2,2,2,2
"760",1000,0.7,0.8,1,16,16,16,16,2,9,9,9,5,5,5,9,9,9,9,9,0,0,0,0
"761",1000,0.7,0.9,1,15,15,15,15,15,15,15,2,9,9,9,0,0,0,0,0,0,0,0,0
"762",1000,0.7,0.9,1,16,16,16,16,16,2,9,9,9,9,9,9,9,0,0,0,0,0,0,0
"763",1000,0.7,0.9,1,16,16,16,16,16,16,2,9,9,9,9,9,9,0,0,0,0,0,0,0
"764",1000,0.7,0.9,1,16,16,16,16,16,16,2,2,5,9,9,9,3,9,9,9,9,9,9,0
"765",1000,0.7,0.9,1,18,18,18,18,18,18,2,9,9,9,9,0,0,0,0,0,0,0,0,0
"766",1000,0.7,0.9,1,16,16,16,16,16,2,2,5,9,9,9,0,0,0,0,0,0,0,0,0
"767",1000,0.7,0.9,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"768",1000,0.7,0.9,1,17,17,17,17,2,2,2,2,2,2,2,7,7,7,90,90,5,9,9,0
"769",1000,0.7,0.9,1,16,16,16,16,16,16,16,2,9,9,9,9,0,0,0,0,0,0,0,0
"770",1000,0.7,0.9,1,15,15,15,15,2,2,2,2,2,2,2,2,7,100,100,5,0,0,0,0
"771",1000,0.7,1,1,18,18,18,18,18,2,2,4,9,9,9,4,9,9,9,9,9,9,9,0
"772",1000,0.7,1,1,14,14,14,14,2,2,2,2,2,2,2,7,7,100,100,4,0,0,0,0
"773",1000,0.7,1,1,15,15,15,15,15,15,15,15,1,1,4,4,4,9,9,9,9,0,0,0
"774",1000,0.7,1,1,14,14,14,14,14,14,14,14,1,9,9,9,9,0,0,0,0,0,0,0
"775",1000,0.7,1,1,17,17,17,17,17,2,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"776",1000,0.7,1,1,15,15,15,15,15,15,15,2,9,9,9,0,0,0,0,0,0,0,0,0
"777",1000,0.7,1,1,19,19,19,19,2,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"778",1000,0.7,1,0,14,14,14,14,14,14,2,2,2,2,2,2,2,2,2,2,2,5,100,100
"779",1000,0.7,1,0,15,15,15,15,15,15,15,2,2,2,2,2,2,2,2,2,2,2,5,5
"780",1000,0.7,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"781",1000,0.8,0,1,17,17,17,17,17,17,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"782",1000,0.8,0,1,15,15,15,15,15,15,15,9,9,9,9,0,0,0,0,0,0,0,0,0
"783",1000,0.8,0,1,17,17,17,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0
"784",1000,0.8,0,1,14,14,14,14,14,14,14,14,9,9,9,9,9,9,9,9,0,0,0,0
"785",1000,0.8,0,1,14,14,14,14,14,14,14,14,14,14,9,9,9,9,9,9,9,9,0,0
"786",1000,0.8,0,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,100,100,9,0
"787",1000,0.8,0,1,14,14,14,14,14,14,14,14,14,9,9,9,9,0,0,0,0,0,0,0
"788",1000,0.8,0,1,18,18,18,18,18,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"789",1000,0.8,0,1,15,15,15,15,15,15,15,9,9,9,9,0,0,0,0,0,0,0,0,0
"790",1000,0.8,0,1,17,17,17,17,17,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"791",1000,0.8,0.1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4,9,0,0,0
"792",1000,0.8,0.1,1,14,14,14,14,14,14,14,14,14,14,5,9,9,9,9,0,0,0,0,0
"793",1000,0.8,0.1,1,15,15,15,15,15,15,15,15,15,15,5,9,9,9,0,0,0,0,0,0
"794",1000,0.8,0.1,1,19,19,19,19,19,19,19,5,0,0,0,0,0,0,0,0,0,0,0,0
"795",1000,0.8,0.1,1,17,17,17,17,17,6,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"796",1000,0.8,0.1,1,17,17,17,17,17,17,17,5,9,0,0,0,0,0,0,0,0,0,0,0
"797",1000,0.8,0.1,1,18,18,18,18,18,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"798",1000,0.8,0.1,0,14,14,14,14,14,14,14,5,5,5,5,5,5,5,5,5,5,5,5,5
"799",1000,0.8,0.1,1,16,16,16,16,16,16,6,9,9,9,0,0,0,0,0,0,0,0,0,0
"800",1000,0.8,0.1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"801",1000,0.8,0.2,0,15,15,15,15,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"802",1000,0.8,0.2,1,15,15,15,15,15,15,4,4,7,9,9,9,0,0,0,0,0,0,0,0
"803",1000,0.8,0.2,1,16,16,16,16,16,16,4,4,7,7,7,6,9,9,9,0,0,0,0,0
"804",1000,0.8,0.2,1,20,20,20,20,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"805",1000,0.8,0.2,1,17,17,17,17,17,17,4,9,9,9,0,0,0,0,0,0,0,0,0,0
"806",1000,0.8,0.2,1,17,17,17,17,17,5,5,5,5,5,9,9,7,0,0,0,0,0,0,0
"807",1000,0.8,0.2,1,21,21,21,21,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"808",1000,0.8,0.2,1,16,16,16,16,16,16,16,4,4,7,9,9,9,0,0,0,0,0,0,0
"809",1000,0.8,0.2,0,16,16,16,16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"810",1000,0.8,0.2,1,16,16,16,16,16,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"811",1000,0.8,0.3,1,16,16,16,16,16,16,3,9,9,9,0,0,0,0,0,0,0,0,0,0
"812",1000,0.8,0.3,1,18,18,18,18,18,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"813",1000,0.8,0.3,1,17,17,17,17,17,17,3,9,9,9,0,0,0,0,0,0,0,0,0,0
"814",1000,0.8,0.3,1,18,18,18,18,18,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"815",1000,0.8,0.3,1,15,15,15,15,15,15,15,3,9,9,9,0,0,0,0,0,0,0,0,0
"816",1000,0.8,0.3,1,19,19,19,19,19,4,4,7,9,9,9,0,0,0,0,0,0,0,0,0
"817",1000,0.8,0.3,1,17,17,17,17,17,4,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"818",1000,0.8,0.3,1,18,18,18,18,18,18,3,9,9,9,0,0,0,0,0,0,0,0,0,0
"819",1000,0.8,0.3,0,15,15,15,15,15,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3
"820",1000,0.8,0.3,1,17,17,17,17,17,17,3,3,7,7,7,5,9,9,0,0,0,0,0,0
"821",1000,0.8,0.4,1,22,22,22,22,4,4,6,9,9,0,0,0,0,0,0,0,0,0,0,0
"822",1000,0.8,0.4,1,24,24,24,5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"823",1000,0.8,0.4,1,15,15,15,15,15,15,15,15,2,9,9,0,0,0,0,0,0,0,0,0
"824",1000,0.8,0.4,1,16,16,16,16,16,16,16,2,9,9,9,9,0,0,0,0,0,0,0,0
"825",1000,0.8,0.4,1,17,17,17,17,17,17,3,9,0,0,0,0,0,0,0,0,0,0,0,0
"826",1000,0.8,0.4,1,16,16,16,16,16,16,3,9,9,9,9,0,0,0,0,0,0,0,0,0
"827",1000,0.8,0.4,0,15,15,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"828",1000,0.8,0.4,1,17,17,17,17,17,17,17,2,9,9,0,0,0,0,0,0,0,0,0,0
"829",1000,0.8,0.4,1,16,16,16,16,16,16,16,2,9,9,0,0,0,0,0,0,0,0,0,0
"830",1000,0.8,0.4,0,15,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"831",1000,0.8,0.5,1,15,15,15,15,15,15,15,15,15,2,0,0,0,0,0,0,0,0,0,0
"832",1000,0.8,0.5,1,18,18,18,18,18,3,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"833",1000,0.8,0.5,1,16,16,16,16,16,16,16,2,9,9,0,0,0,0,0,0,0,0,0,0
"834",1000,0.8,0.5,1,15,15,15,15,15,15,15,15,15,2,9,9,0,0,0,0,0,0,0,0
"835",1000,0.8,0.5,0,19,19,19,19,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
"836",1000,0.8,0.5,1,16,16,16,16,16,16,2,2,2,4,9,9,9,6,9,0,0,0,0,0
"837",1000,0.8,0.5,1,16,16,16,16,16,3,9,9,6,9,9,9,0,0,0,0,0,0,0,0
"838",1000,0.8,0.5,1,17,17,17,17,17,3,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"839",1000,0.8,0.5,1,16,16,16,16,16,16,2,2,6,6,6,4,9,9,0,0,0,0,0,0
"840",1000,0.8,0.5,1,18,18,18,18,3,3,3,4,9,9,9,9,0,0,0,0,0,0,0,0
"841",1000,0.8,0.6,1,18,18,18,18,18,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"842",1000,0.8,0.6,1,15,15,15,15,15,15,15,2,9,9,0,0,0,0,0,0,0,0,0,0
"843",1000,0.8,0.6,1,18,18,18,18,18,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"844",1000,0.8,0.6,1,15,15,15,15,15,15,15,2,2,5,9,9,9,9,0,0,0,0,0,0
"845",1000,0.8,0.6,1,14,14,14,14,14,14,14,14,14,2,2,5,9,9,9,0,0,0,0,0
"846",1000,0.8,0.6,1,12,12,12,12,12,12,12,12,12,12,12,12,1,9,9,9,9,0,0,0
"847",1000,0.8,0.6,1,14,14,14,14,14,14,14,14,14,2,9,9,9,9,9,0,0,0,0,0
"848",1000,0.8,0.6,1,16,16,16,16,16,16,16,16,16,2,9,9,0,0,0,0,0,0,0,0
"849",1000,0.8,0.6,1,15,15,15,15,15,15,15,2,2,5,9,9,5,9,9,0,0,0,0,0
"850",1000,0.8,0.6,1,14,14,14,14,14,14,14,14,14,2,2,2,4,9,9,9,9,0,0,0
"851",1000,0.8,0.7,1,17,17,17,17,17,17,2,9,9,0,0,0,0,0,0,0,0,0,0,0
"852",1000,0.8,0.7,1,14,14,14,14,14,14,14,14,2,9,9,9,0,0,0,0,0,0,0,0
"853",1000,0.8,0.7,1,18,18,18,18,18,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"854",1000,0.8,0.7,1,15,15,15,15,15,15,15,15,15,15,1,9,9,9,0,0,0,0,0,0
"855",1000,0.8,0.7,1,15,15,15,15,15,15,15,15,2,9,9,9,0,0,0,0,0,0,0,0
"856",1000,0.8,0.7,1,15,15,15,15,15,15,15,15,2,9,9,9,9,9,0,0,0,0,0,0
"857",1000,0.8,0.7,1,16,16,16,16,16,16,2,9,9,9,0,0,0,0,0,0,0,0,0,0
"858",1000,0.8,0.7,1,17,17,17,17,17,17,2,9,9,9,0,0,0,0,0,0,0,0,0,0
"859",1000,0.8,0.7,1,14,14,14,14,14,14,14,14,14,2,9,9,9,9,0,0,0,0,0,0
"860",1000,0.8,0.7,1,14,14,14,14,14,14,14,14,2,9,9,9,9,0,0,0,0,0,0,0
"861",1000,0.8,0.8,0,16,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,4,100,100
"862",1000,0.8,0.8,0,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2
"863",1000,0.8,0.8,1,17,17,17,17,17,2,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"864",1000,0.8,0.8,1,17,17,17,17,17,17,17,2,9,9,0,0,0,0,0,0,0,0,0,0
"865",1000,0.8,0.8,1,17,17,17,17,17,17,2,9,9,9,0,0,0,0,0,0,0,0,0,0
"866",1000,0.8,0.8,1,16,16,16,16,16,2,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"867",1000,0.8,0.8,1,22,22,22,22,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"868",1000,0.8,0.8,1,15,15,15,15,15,15,15,2,9,9,9,0,0,0,0,0,0,0,0,0
"869",1000,0.8,0.8,0,17,17,17,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"870",1000,0.8,0.8,0,17,17,17,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4
"871",1000,0.8,0.9,0,14,14,14,14,14,14,14,2,2,2,2,2,2,2,2,2,2,2,2,5
"872",1000,0.8,0.9,1,13,13,13,13,13,13,13,13,13,13,13,13,1,9,9,9,9,0,0,0
"873",1000,0.8,0.9,1,16,16,16,16,16,16,16,2,9,9,0,0,0,0,0,0,0,0,0,0
"874",1000,0.8,0.9,0,15,15,15,15,2,2,2,2,2,2,2,2,2,6,6,6,100,100,5,9
"875",1000,0.8,0.9,0,18,18,18,18,2,2,2,2,2,2,2,2,2,2,2,2,2,3,100,100
"876",1000,0.8,0.9,1,17,17,17,17,17,17,2,9,9,9,0,0,0,0,0,0,0,0,0,0
"877",1000,0.8,0.9,1,14,14,14,14,14,14,14,2,9,9,0,0,0,0,0,0,0,0,0,0
"878",1000,0.8,0.9,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"879",1000,0.8,0.9,0,13,13,13,13,13,13,13,13,1,1,5,5,5,5,5,5,5,5,5,1
"880",1000,0.8,0.9,1,17,17,17,17,17,2,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"881",1000,0.8,1,1,22,22,22,22,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"882",1000,0.8,1,1,17,17,17,17,17,17,2,2,4,9,9,9,9,0,0,0,0,0,0,0
"883",1000,0.8,1,1,17,17,17,17,2,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"884",1000,0.8,1,1,17,17,17,17,17,17,17,2,9,9,9,0,0,0,0,0,0,0,0,0
"885",1000,0.8,1,1,17,17,17,17,17,17,2,2,4,9,9,9,9,0,0,0,0,0,0,0
"886",1000,0.8,1,1,17,17,17,17,17,17,2,9,9,0,0,0,0,0,0,0,0,0,0,0
"887",1000,0.8,1,0,15,15,15,15,15,15,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"888",1000,0.8,1,1,15,15,15,15,15,15,15,2,9,9,9,9,0,0,0,0,0,0,0,0
"889",1000,0.8,1,0,20,20,20,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"890",1000,0.8,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"891",1000,0.9,0,1,15,15,15,15,15,15,15,15,15,15,9,9,0,0,0,0,0,0,0,0
"892",1000,0.9,0,1,15,15,15,15,15,15,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"893",1000,0.9,0,1,14,14,14,14,14,14,14,14,9,9,0,0,0,0,0,0,0,0,0,0
"894",1000,0.9,0,1,19,19,19,19,19,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"895",1000,0.9,0,1,14,14,14,14,14,14,14,14,9,9,9,9,9,0,0,0,0,0,0,0
"896",1000,0.9,0,1,19,19,19,19,19,19,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"897",1000,0.9,0,1,16,16,16,16,16,16,16,16,9,9,0,0,0,0,0,0,0,0,0,0
"898",1000,0.9,0,1,14,14,14,14,14,14,14,14,14,14,14,14,9,9,9,0,0,0,0,0
"899",1000,0.9,0,1,26,26,26,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900",1000,0.9,0,1,14,14,14,14,14,14,14,14,14,9,9,9,0,0,0,0,0,0,0,0
"901",1000,0.9,0.1,1,19,19,19,19,19,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"902",1000,0.9,0.1,1,21,21,21,21,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"903",1000,0.9,0.1,1,16,16,16,16,16,16,16,5,0,0,0,0,0,0,0,0,0,0,0,0
"904",1000,0.9,0.1,1,21,21,21,21,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"905",1000,0.9,0.1,1,16,16,16,16,16,16,6,6,8,9,0,0,0,0,0,0,0,0,0,0
"906",1000,0.9,0.1,1,18,18,18,18,18,18,18,5,0,0,0,0,0,0,0,0,0,0,0,0
"907",1000,0.9,0.1,1,16,16,16,16,16,16,16,16,5,0,0,0,0,0,0,0,0,0,0,0
"908",1000,0.9,0.1,1,22,22,22,22,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"909",1000,0.9,0.1,1,16,16,16,16,16,16,16,5,9,9,0,0,0,0,0,0,0,0,0,0
"910",1000,0.9,0.1,1,14,14,14,14,14,14,14,5,5,8,9,9,9,9,0,0,0,0,0,0
"911",1000,0.9,0.2,1,16,16,16,16,16,16,16,4,9,0,0,0,0,0,0,0,0,0,0,0
"912",1000,0.9,0.2,1,16,16,16,16,16,16,4,9,9,9,0,0,0,0,0,0,0,0,0,0
"913",1000,0.9,0.2,1,14,14,14,14,14,14,14,14,14,14,14,3,9,9,9,0,0,0,0,0
"914",1000,0.9,0.2,1,19,19,19,19,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"915",1000,0.9,0.2,1,19,19,19,19,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"916",1000,0.9,0.2,1,16,16,16,16,16,16,16,4,9,0,0,0,0,0,0,0,0,0,0,0
"917",1000,0.9,0.2,1,17,17,17,17,17,17,17,4,9,9,0,0,0,0,0,0,0,0,0,0
"918",1000,0.9,0.2,1,14,14,14,14,14,14,14,4,4,4,4,4,5,9,9,0,0,0,0,0
"919",1000,0.9,0.2,1,15,15,15,15,15,15,15,15,4,9,9,9,9,0,0,0,0,0,0,0
"920",1000,0.9,0.2,1,16,16,16,16,16,16,4,4,7,9,0,0,0,0,0,0,0,0,0,0
"921",1000,0.9,0.3,1,20,20,20,20,5,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0
"922",1000,0.9,0.3,1,16,16,16,16,16,16,16,16,3,9,0,0,0,0,0,0,0,0,0,0
"923",1000,0.9,0.3,1,15,15,15,15,15,15,15,15,3,0,0,0,0,0,0,0,0,0,0,0
"924",1000,0.9,0.3,1,20,20,20,20,5,5,5,5,9,9,0,0,0,0,0,0,0,0,0,0
"925",1000,0.9,0.3,1,21,21,21,21,5,5,7,9,9,0,0,0,0,0,0,0,0,0,0,0
"926",1000,0.9,0.3,1,15,15,15,15,15,15,15,15,3,3,7,9,0,0,0,0,0,0,0,0
"927",1000,0.9,0.3,1,23,23,23,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"928",1000,0.9,0.3,1,22,22,22,22,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"929",1000,0.9,0.3,1,15,15,15,15,15,15,15,15,15,15,2,9,0,0,0,0,0,0,0,0
"930",1000,0.9,0.3,1,15,15,15,15,15,15,15,15,15,2,9,9,0,0,0,0,0,0,0,0
"931",1000,0.9,0.4,0,16,16,16,16,16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"932",1000,0.9,0.4,1,18,18,18,18,18,18,18,2,9,9,9,0,0,0,0,0,0,0,0,0
"933",1000,0.9,0.4,0,14,14,14,14,14,14,14,14,14,14,2,2,2,2,2,2,2,2,2,2
"934",1000,0.9,0.4,1,15,15,15,15,15,15,15,15,2,9,9,0,0,0,0,0,0,0,0,0
"935",1000,0.9,0.4,1,16,16,16,16,16,16,3,9,9,0,0,0,0,0,0,0,0,0,0,0
"936",1000,0.9,0.4,1,16,16,16,16,16,16,16,16,2,0,0,0,0,0,0,0,0,0,0,0
"937",1000,0.9,0.4,1,16,16,16,16,16,16,3,3,3,5,9,9,0,0,0,0,0,0,0,0
"938",1000,0.9,0.4,1,16,16,16,16,16,16,16,2,9,9,0,0,0,0,0,0,0,0,0,0
"939",1000,0.9,0.4,1,14,14,14,14,14,14,14,14,14,14,14,2,9,9,0,0,0,0,0,0
"940",1000,0.9,0.4,1,15,15,15,15,15,15,15,15,15,2,9,9,9,0,0,0,0,0,0,0
"941",1000,0.9,0.5,1,15,15,15,15,15,15,15,15,2,2,6,9,9,0,0,0,0,0,0,0
"942",1000,0.9,0.5,1,16,16,16,16,16,16,16,2,9,9,9,9,0,0,0,0,0,0,0,0
"943",1000,0.9,0.5,1,15,15,15,15,15,15,15,15,15,2,0,0,0,0,0,0,0,0,0,0
"944",1000,0.9,0.5,1,37,37,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"945",1000,0.9,0.5,1,16,16,16,16,16,16,16,2,9,9,0,0,0,0,0,0,0,0,0,0
"946",1000,0.9,0.5,1,16,16,16,16,16,16,16,16,2,9,9,0,0,0,0,0,0,0,0,0
"947",1000,0.9,0.5,1,16,16,16,16,16,16,16,16,2,0,0,0,0,0,0,0,0,0,0,0
"948",1000,0.9,0.5,1,14,14,14,14,14,14,14,2,9,9,0,0,0,0,0,0,0,0,0,0
"949",1000,0.9,0.5,1,15,15,15,15,15,15,15,15,2,9,9,9,0,0,0,0,0,0,0,0
"950",1000,0.9,0.5,0,18,18,18,18,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"951",1000,0.9,0.6,1,16,16,16,16,16,2,9,9,9,5,9,0,0,0,0,0,0,0,0,0
"952",1000,0.9,0.6,1,16,16,16,16,16,16,16,16,2,9,9,9,0,0,0,0,0,0,0,0
"953",1000,0.9,0.6,0,19,19,19,19,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
"954",1000,0.9,0.6,1,17,17,17,17,17,17,2,9,9,0,0,0,0,0,0,0,0,0,0,0
"955",1000,0.9,0.6,1,19,19,19,19,19,19,2,9,9,0,0,0,0,0,0,0,0,0,0,0
"956",1000,0.9,0.6,1,16,16,16,16,16,16,2,2,5,5,5,4,9,9,5,9,0,0,0,0
"957",1000,0.9,0.6,1,23,23,23,23,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"958",1000,0.9,0.6,1,18,18,18,18,18,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"959",1000,0.9,0.6,1,15,15,15,15,15,15,15,15,15,2,9,9,0,0,0,0,0,0,0,0
"960",1000,0.9,0.6,1,18,18,18,18,18,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"961",1000,0.9,0.7,1,17,17,17,17,17,17,2,9,9,0,0,0,0,0,0,0,0,0,0,0
"962",1000,0.9,0.7,1,19,19,19,19,3,3,3,3,3,3,2,9,9,9,0,0,0,0,0,0
"963",1000,0.9,0.7,1,20,20,20,20,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"964",1000,0.9,0.7,1,19,19,19,19,3,9,9,5,9,9,0,0,0,0,0,0,0,0,0,0
"965",1000,0.9,0.7,0,15,15,15,15,15,2,2,2,2,2,2,2,2,2,2,2,2,2,5,100
"966",1000,0.9,0.7,1,15,15,15,15,15,15,2,2,5,9,9,0,0,0,0,0,0,0,0,0
"967",1000,0.9,0.7,0,15,15,15,15,15,15,15,2,2,2,2,2,2,2,2,2,2,2,2,2
"968",1000,0.9,0.7,0,17,17,17,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"969",1000,0.9,0.7,1,19,19,19,19,19,19,2,9,0,0,0,0,0,0,0,0,0,0,0,0
"970",1000,0.9,0.7,1,18,18,18,18,18,2,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"971",1000,0.9,0.8,1,19,19,19,19,19,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"972",1000,0.9,0.8,0,15,15,15,15,15,15,15,2,2,2,2,2,2,2,1,1,1,1,1,1
"973",1000,0.9,0.8,1,16,16,16,16,16,16,16,2,9,9,0,0,0,0,0,0,0,0,0,0
"974",1000,0.9,0.8,1,18,18,18,18,18,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"975",1000,0.9,0.8,1,18,18,18,18,18,18,2,2,5,5,5,9,9,0,0,0,0,0,0,0
"976",1000,0.9,0.8,1,16,16,16,16,16,16,16,16,2,9,9,0,0,0,0,0,0,0,0,0
"977",1000,0.9,0.8,0,14,14,14,14,14,14,14,14,14,2,2,2,2,2,2,2,2,2,2,2
"978",1000,0.9,0.8,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"979",1000,0.9,0.8,1,18,18,18,18,18,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"980",1000,0.9,0.8,1,15,15,15,15,15,15,15,15,2,9,9,9,9,0,0,0,0,0,0,0
"981",1000,0.9,0.9,1,16,16,16,16,16,16,16,16,1,9,9,0,0,0,0,0,0,0,0,0
"982",1000,0.9,0.9,1,16,16,16,16,16,16,2,9,9,0,0,0,0,0,0,0,0,0,0,0
"983",1000,0.9,0.9,1,17,17,17,17,17,17,17,2,9,0,0,0,0,0,0,0,0,0,0,0
"984",1000,0.9,0.9,1,14,14,14,14,14,14,14,14,14,14,1,9,9,9,0,0,0,0,0,0
"985",1000,0.9,0.9,1,14,14,14,14,14,14,14,14,2,9,9,0,0,0,0,0,0,0,0,0
"986",1000,0.9,0.9,1,15,15,15,15,15,15,15,15,15,15,15,1,9,9,0,0,0,0,0,0
"987",1000,0.9,0.9,1,18,18,18,18,18,18,2,9,9,0,0,0,0,0,0,0,0,0,0,0
"988",1000,0.9,0.9,0,16,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"989",1000,0.9,0.9,1,18,18,18,18,18,18,18,2,2,5,5,5,0,0,0,0,0,0,0,0
"990",1000,0.9,0.9,1,18,18,18,18,18,2,2,5,9,9,9,0,0,0,0,0,0,0,0,0
"991",1000,0.9,1,1,15,15,15,15,15,15,15,2,9,9,0,0,0,0,0,0,0,0,0,0
"992",1000,0.9,1,1,16,16,16,16,16,16,16,2,9,9,9,0,0,0,0,0,0,0,0,0
"993",1000,0.9,1,1,22,22,22,22,2,2,4,4,4,9,0,0,0,0,0,0,0,0,0,0
"994",1000,0.9,1,1,17,17,17,17,17,17,17,2,9,9,0,0,0,0,0,0,0,0,0,0
"995",1000,0.9,1,0,20,20,20,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"996",1000,0.9,1,0,14,14,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1,1,1
"997",1000,0.9,1,1,16,16,16,16,16,16,16,16,1,9,9,0,0,0,0,0,0,0,0,0
"998",1000,0.9,1,0,14,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1,1,1,1
"999",1000,0.9,1,1,18,18,18,18,18,18,2,2,2,3,9,9,9,0,0,0,0,0,0,0
"1000",1000,0.9,1,1,18,18,18,18,18,18,2,9,9,0,0,0,0,0,0,0,0,0,0,0
"1001",1000,1,0,1,18,18,18,18,18,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0
