"rep","memory","budget","ratio","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","SumAbsDev","final_ts"
10,1,1000,0.4,0.1,0.1,1,-0.988,0.988,39547,0.0225790265930758,0,5399,4
1,1,1000,0.5,0.1,0.1,1,-0.961,0.961,39994,5e-04,0,6840,5
2,1,1000,0.5,0.1,0.1,1,-0.617,0.617,38887.5,0.0251524390243902,0,3479,3
3,1,1000,0.5,0.1,0.1,1,-0.93,0.93,39970,0.0035,0,8042,7
4,1,1000,0.5,0.1,0.1,1,-0.881,0.881,39892,0.00600300150075038,0,9521,11
5,1,1000,0.5,0.1,0.1,1,-0.9555,0.9555,39994,5e-04,0,6756,5
6,1,1000,0.5,0.1,0.1,1,-0.621,0.621,39012.5,0.0278551532033426,0,3496,3
7,1,1000,0.5,0.1,0.1,1,-0.9855,0.9855,40000,0,0,7107,5
8,1,1000,0.5,0.1,0.1,1,-0.946,0.946,39982,0.0025,0,7023,5
9,1,1000,0.5,0.1,0.1,1,-0.992,0.992,38892.5,0.0208333333333333,0,5395,4
10,1,1000,0.5,0.1,0.1,1,-0.984,0.984,39970,0.002,0,7839,6
1,1,1000,0.6,0.1,0.1,1,-0.991,0.991,40000,0,0,8889,7
2,1,1000,0.6,0.1,0.1,1,-0.961,0.961,39898.25,0.00725,0,7684,6
3,1,1000,0.6,0.1,0.1,1,-0.961,0.961,39910,0.007,0,9564,9
4,1,1000,0.6,0.1,0.1,1,-0.8555,0.8555,39499.75,0.0155700652938222,0.222222222222222,7294,9
5,1,1000,0.6,0.1,0.1,1,-0.8955,0.8955,39487.25,0.018350930115636,0,6312,5
6,1,1000,0.6,0.1,0.1,1,-0.8755,0.8755,39139,0.0315338042381433,0,9551,9
7,1,1000,0.6,0.1,0.1,1,-0.8655,0.8655,39021.625,0.0220644179558712,0,6060,5
8,1,1000,0.6,0.1,0.1,1,-0.879,0.879,39105.25,0.0257575757575758,0,6135,5
9,1,1000,0.6,0.1,0.1,1,-0.9045,0.9045,39862,0.008,0.125,7215,8
10,1,1000,0.6,0.1,0.1,1,-0.9025,0.9025,39946,0.003,0.1,8077,10
1,1,1000,0.7,0.1,0.1,0,-0.3305,0.1,31291.59375,0.0854423121033718,0.1,12449,20
2,1,1000,0.7,0.1,0.1,1,-0.87,0.87,39387.75,0.0229219143576826,0,6760,6
3,1,1000,0.7,0.1,0.1,1,-0.9725,0.9725,39851.125,0.008,0.0909090909090909,10414,11
4,1,1000,0.7,0.1,0.1,1,-0.891,0.891,39601.25,0.0170768458061276,0,6996,7
5,1,1000,0.7,0.1,0.1,1,-0.993,0.993,39988,0.0015,0.1,9735,10
6,1,1000,0.7,0.1,0.1,1,-0.8635,0.8635,39255.875,0.0269453538151599,0,6710,6
7,1,1000,0.7,0.1,0.1,1,-0.9525,0.9525,39988,0.003,0,7079,5
8,1,1000,0.7,0.1,0.1,1,-0.987,0.987,39988,0.003,0,15880,14
9,1,1000,0.7,0.1,0.1,1,-0.869,0.869,39385,0.0179112008072654,0,6808,6
10,1,1000,0.7,0.1,0.1,1,-0.9075,0.9075,39314.875,0.0212685627988925,0,12630,13
1,1,1000,0.8,0.1,0.1,1,-0.9935,0.9935,39958,0.003,0,8537,6
2,1,1000,0.8,0.1,0.1,0,-0.2505,0.1,34365.71875,0.0778982955345823,0.15,11910,20
3,1,1000,0.8,0.1,0.1,1,-0.993,0.993,39994,0.002,0,9912,8
4,1,1000,0.8,0.1,0.1,0,0.194,0.1,34534.0625,0.0613471212968139,0.15,10450,20
5,1,1000,0.8,0.1,0.1,1,-0.972,0.972,39820.5,0.011011011011011,0,8599,8
6,1,1000,0.8,0.1,0.1,1,-0.969,0.969,39928,0.0055,0,11114,11
7,1,1000,0.8,0.1,0.1,0,-0.507,0.1,35171.375,0.0607460525408536,0.1,13128,20
8,1,1000,0.8,0.1,0.1,1,-0.966,0.966,39910,0.0075,0.0769230769230769,13343,13
9,1,1000,0.8,0.1,0.1,0,0.525,0.1,33357.90625,0.0711402623612513,0.1,10401,20
10,1,1000,0.8,0.1,0.1,1,-0.983,0.983,40000,0,0,9981,8
1,1,1000,0.9,0.1,0.1,1,-0.9925,0.9925,40000,0,0,13186,11
2,1,1000,0.9,0.1,0.1,1,-0.9715,0.9715,39952.25,0.0095,0,15892,18
3,1,1000,0.9,0.1,0.1,1,-0.035,0.035,39702,0.0102860010035123,0.272727272727273,7208,11
4,1,1000,0.9,0.1,0.1,1,-0.912,0.912,39035.625,0.0275739944346066,0,9092,8
5,1,1000,0.9,0.1,0.1,1,-0.9805,0.9805,39982,0.004,0,9993,8
6,1,1000,0.9,0.1,0.1,1,-0.9705,0.9705,39886.25,0.0065,0,9771,8
7,1,1000,0.9,0.1,0.1,0,0.789,0.1,34854.21875,0.0642570281124498,0.15,14581,20
8,1,1000,0.9,0.1,0.1,0,0.595,0.1,33607.0625,0.0615662215806568,0.15,11861,20
9,1,1000,0.9,0.1,0.1,0,-0.2255,0.1,36004.6875,0.0700415160037498,0.05,13563,20
10,1,1000,0.9,0.1,0.1,0,-0.303,0.1,40000,0,0.1,12035,20
1,1,1000,0.1,0.1,0.2,1,-0.6075,0.6075,39940.25,0.013,0,3443,3
2,1,1000,0.1,0.1,0.2,1,-0.6305,0.6305,39970,0.0025,0,3547,3
3,1,1000,0.1,0.1,0.2,1,-0.613,0.613,39790.75,0.00651302605210421,0,3466,3
4,1,1000,0.1,0.1,0.2,1,-0.613,0.613,39761,0.0105157736604907,0,3463,3
5,1,1000,0.1,0.1,0.2,1,-0.6145,0.6145,39880,0.00600600600600601,0,3474,3
6,1,1000,0.1,0.1,0.2,1,-0.6185,0.6185,39820.5,0.00601202404809619,0,3491,3
7,1,1000,0.1,0.1,0.2,1,-0.618,0.618,40000,0,0,3494,3
8,1,1000,0.1,0.1,0.2,1,-0.6075,0.6075,40000,0,0,3443,3
9,1,1000,0.1,0.1,0.2,1,-0.623,0.623,39678,0.0110330992978937,0,3512,3
10,1,1000,0.1,0.1,0.2,1,-0.6175,0.6175,40000,0,0,3486,3
1,1,1000,0.2,0.1,0.2,1,-0.6225,0.6225,39463.25,0.0145948666331152,0,3514,3
2,1,1000,0.2,0.1,0.2,1,-0.8595,0.8595,39832.5,0.00650976464697046,0,4806,4
3,1,1000,0.2,0.1,0.2,1,-0.6175,0.6175,39868.25,0.00700700700700701,0,3490,3
4,1,1000,0.2,0.1,0.2,1,-0.9895,0.9895,40000,0,0,5453,4
5,1,1000,0.2,0.1,0.2,1,-0.6145,0.6145,38952.5,0.0269035532994924,0,3474,3
