"","rep","budget","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","overK"
"209",9,1000,0.1,0.1,0,-0.1665,0.1665,39988,0.001,0.15,0.4
"210",10,1000,0.1,0.1,0,0.595,0.595,34189.53125,0.0944959281100814,0.1,0.3
"211",11,1000,0.1,0.1,1,-0.9705,0.9705,39748.75,0.00802005012531328,0,0.25
"212",12,1000,0.1,0.1,0,-0.3175,0.3175,31668.46875,0.107070707070707,0.15,0.25
"213",13,1000,0.1,0.1,1,-0.99,0.99,39976.25,0.00675,0,0.1
"214",14,1000,0.1,0.1,0,-0.139,0.139,36166.5625,0.0621983914209115,0.1,0.35
"215",15,1000,0.1,0.1,0,0.133,0.133,33167.78125,0.0900231013572047,0.05,0.3
"216",16,1000,0.1,0.1,0,0.6555,0.6555,34297.125,0.0887524420876361,0.1,0.25
"217",17,1000,0.1,0.1,1,-0.9855,0.9855,39946,0.0085,0,0.0833333333333333
"218",18,1000,0.1,0.1,0,-0.239,0.239,31016.25,0.0978343465045593,0.1,0.4
"219",19,1000,0.1,0.1,0,0.5815,0.5815,33690.1875,0.0567786790266512,0.1,0.4
"220",20,1000,0.1,0.1,0,-0.0225,0.0225,40000,0,0.2,0.35
"221",21,1000,0.1,0.1,1,-0.9785,0.9785,39964.25,0.007,0,0.125
"222",22,1000,0.1,0.1,0,-0.1725,0.1725,39922,0.0045,0.1,0.4
"223",23,1000,0.1,0.1,0,0.248,0.248,34385.40625,0.0747588424437299,0.05,0.3
"224",24,1000,0.1,0.1,0,-0.2115,0.2115,33586.1875,0.0987409817513085,0.1,0.35
"225",25,1000,0.1,0.1,1,-0.964,0.964,39802.5,0.00900450225112556,0,0.25
"226",26,1000,0.1,0.1,0,-0.361,0.361,32676.203125,0.0882223202470225,0.1,0.3
"227",27,1000,0.1,0.1,0,-0.0285,0.0285,34493.59375,0.0616033755274262,0.2,0.35
"228",28,1000,0.1,0.1,0,-0.4065,0.4065,35336.8125,0.0611834811529933,0,0.3
"229",29,1000,0.1,0.1,0,0.8595,0.8595,33826.65625,0.0677929701481853,0.1,0.35
"230",30,1000,0.1,0.1,0,-0.2275,0.2275,36267.875,0.0471175914675307,0,0.2
"231",31,1000,0.1,0.1,1,-0.0355,0.0355,39820.5,0.00950475237618809,0.285714285714286,0.285714285714286
"232",32,1000,0.1,0.1,0,0.6595,0.6595,34533.8125,0.081146408839779,0.05,0.35
"233",33,1000,0.1,0.1,0,0.0425,0.0425,33857.4375,0.0665856100700901,0.2,0.3
"234",34,1000,0.1,0.1,0,0.1805,0.1805,32573.1875,0.0918692558553217,0.1,0.35
"235",35,1000,0.1,0.1,0,-0.3495,0.3495,35184.25,0.0677372863907762,0.1,0.3
"236",36,1000,0.1,0.1,1,-0.0995,0.0995,39875,0.004004004004004,0.210526315789474,0.315789473684211
"237",37,1000,0.1,0.1,0,-0.183,0.183,34801.875,0.0788347369874361,0.1,0.3
"238",38,1000,0.1,0.1,0,-0.624,0.624,36634.375,0.0637027206370272,0.05,0.3
"239",39,1000,0.1,0.1,0,0.401,0.401,34244.3125,0.0676325088339223,0.15,0.25
