"","rep","budget","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","SumAbsDev"
"4835",35,1000,0.5,0.3,0,-0.1655,0.1655,30846.40625,0.0902583255524432,0.4,11748034
"4836",36,1000,0.5,0.3,0,0.1285,0.1285,39886,0.0035035035035035,0.35,7913108
"4837",37,1000,0.5,0.3,0,0.0694999999999999,0.0694999999999999,39904,0.0045,0.4,9443926
"4838",38,1000,0.5,0.3,0,-0.2215,0.2215,35811.4375,0.0659691555132822,0.3,9564355
"4839",39,1000,0.5,0.3,0,-0.0925,0.0925,40000,0,0.3,9311567
"4840",40,1000,0.5,0.3,0,0.6605,0.6605,30698.25,0.0992446659398847,0.3,15066945
"4841",41,1000,0.5,0.3,0,0.398,0.398,33089.53125,0.0748457350272232,0.3,9070895
"4842",42,1000,0.5,0.3,0,-0.418,0.418,39868,0.00900450225112556,0.3,10225404
"4843",43,1000,0.5,0.3,0,-0.4645,0.4645,39642,0.0097842448569995,0.25,11501944
"4844",44,1000,0.5,0.3,0,-0.2595,0.2595,31979.546875,0.0901590159015902,0.3,10459288
"4845",45,1000,0.5,0.3,0,-0.235,0.235,32210.28125,0.0813129429317419,0.3,10325529
"4846",46,1000,0.5,0.3,0,-0.1615,0.1615,30613.71875,0.117428350116189,0.3,7780611
"4847",47,1000,0.5,0.3,0,-0.2095,0.2095,33074.25,0.0962620868812238,0.35,13680685
"4848",48,1000,0.5,0.3,0,-0.1665,0.1665,30979.15625,0.0766754576481539,0.3,8363576
"4849",49,1000,0.5,0.3,0,-0.159,0.159,35654.75,0.0640218878248974,0.35,14464771
"4850",50,1000,0.5,0.3,0,-0.408,0.408,32220.015625,0.0813529017358266,0.25,9714267
"4851",51,1000,0.5,0.3,0,0.242,0.242,32574.03125,0.0744443223845619,0.6,4454685
"4852",52,1000,0.5,0.3,1,-0.95,0.95,39445.75,0.0180995475113122,0.263157894736842,18469464
"4853",53,1000,0.5,0.3,0,-0.2795,0.2795,32728.59375,0.0817010121604893,0.3,9325489
"4854",54,1000,0.5,0.3,0,0.637,0.637,31885.859375,0.0946026097271649,0.3,10106155
"4855",55,1000,0.5,0.3,0,0.412,0.412,35413.5,0.0513931888544892,0.35,11571110
"4856",56,1000,0.5,0.3,0,-0.1315,0.1315,35324.75,0.0649008459298294,0.35,6690652
"4857",57,1000,0.5,0.3,0,0.799,0.799,32922.875,0.0661613188107153,0.3,12558054
"4858",58,1000,0.5,0.3,1,-0.914,0.914,39666,0.0170085042521261,0.25,14830380
"4859",59,1000,0.5,0.3,0,-0.1515,0.1515,31110.875,0.0805920415358983,0.3,9477330
"4860",60,1000,0.5,0.3,0,-0.0885,0.0885,29479.171875,0.101403931006819,0.3,12244437
"4861",61,1000,0.5,0.3,1,-0.9735,0.9735,39886.25,0.00550275137568784,0,16413389
"4862",62,1000,0.5,0.3,0,-0.0625,0.0625,39982,0.0015,0.35,10038055
"4863",63,1000,0.5,0.3,0,0.705,0.705,32213.671875,0.0839220327699079,0.3,12798945
"4864",64,1000,0.5,0.3,1,-0.9855,0.9855,40000,0,0.277777777777778,17458681
"4865",65,1000,0.5,0.3,0,0.1905,0.1905,39964,0.0025,0.3,11532105
"4866",66,1000,0.5,0.3,1,-0.9915,0.9915,39970,0.0035,0.285714285714286,19705217
"4867",67,1000,0.5,0.3,0,0.119,0.119,39970,0.003,0.4,13736077
"4868",68,1000,0.5,0.3,0,0.7525,0.7525,32942.5,0.0838141950375072,0.3,11348069
"4869",69,1000,0.5,0.3,0,0.4575,0.4575,33152.21875,0.0952040085898354,0.3,8797389
"4870",70,1000,0.5,0.3,0,-0.179,0.179,32950.28125,0.0917516884609858,0.3,6187933
"4871",71,1000,0.5,0.3,0,-0.222,0.222,30915.046875,0.0988905891354246,0.3,8109180
"4872",72,1000,0.5,0.3,0,0.0475000000000001,0.0475000000000001,39886,0.004004004004004,0.4,12164199
"4873",73,1000,0.5,0.3,0,0.167,0.167,39916,0.00350175087543772,0.4,10835078
"4874",74,1000,0.5,0.3,0,0.4255,0.4255,39814,0.00750750750750751,0.3,11098958
"4875",75,1000,0.5,0.3,0,-0.1375,0.1375,30201.765625,0.0765370884569615,0.3,12664765
"4876",76,1000,0.5,0.3,0,-0.3035,0.3035,32471.34375,0.0799970616322633,0.3,7042944
"4877",77,1000,0.5,0.3,0,0.1595,0.1595,39958,0.003,0.35,9692854
"4878",78,1000,0.5,0.3,0,-1,1,39838.25,0.00801201802704056,0.25,20554988
"4879",79,1000,0.5,0.3,0,0.105,0.105,39619,0.0193273092369478,0.35,9548053
"4880",80,1000,0.5,0.3,0,-0.0475,0.0475,30193.6796875,0.109899458623357,0.3,13437366
"4881",81,1000,0.5,0.3,0,-0.046,0.046,40000,0,0.35,11027258
"4882",82,1000,0.5,0.3,1,-0.936,0.936,39442.625,0.0195979899497487,0,15981175
"4883",83,1000,0.5,0.3,0,0.6305,0.6305,31835.15625,0.0555724725943971,0.3,13119023
"4884",84,1000,0.5,0.3,0,0.718,0.718,32000.125,0.0839129459277541,0.3,10864074
"4885",85,1000,0.5,0.3,0,0.691,0.691,31565.90625,0.0968033095148552,0.3,10085526
"4886",86,1000,0.5,0.3,0,-0.3955,0.3955,31628.890625,0.0917396839661499,0.25,11314991
"4887",87,1000,0.5,0.3,0,-0.3165,0.3165,32440.875,0.0709812108559499,0.3,6977074
"4888",88,1000,0.5,0.3,0,0.7025,0.7025,31832,0.0546660567246112,0.3,11663532
"4889",89,1000,0.5,0.3,0,-0.2445,0.2445,39233.625,0.0197019449355898,0.3,12515477
"4890",90,1000,0.5,0.3,0,-0.1875,0.1875,30878.5,0.0849617672047579,0.3,10314622
"4891",91,1000,0.5,0.3,0,-0.21,0.21,31035.140625,0.0985251634483807,0.3,11055588
"4892",92,1000,0.5,0.3,0,0.1415,0.1415,39754.75,0.00777331995987964,0.35,10022956
"4893",93,1000,0.5,0.3,1,-0.9855,0.9855,39952,0.0045,0,19104164
"4894",94,1000,0.5,0.3,0,-0.0620000000000001,0.0620000000000001,39982,0.0015,0.3,10593768
"4895",95,1000,0.5,0.3,0,0.217,0.217,35135.125,0.0544765840220386,0.35,12622449
"4896",96,1000,0.5,0.3,0,0.219,0.219,34130.125,0.0537037037037037,0.35,10841884
"4897",97,1000,0.5,0.3,1,-0.9865,0.9865,39850.25,0.0080040020010005,0.166666666666667,19943327
"4898",98,1000,0.5,0.3,0,0.9705,0.9705,32815.46875,0.073581041544763,0.35,13746051
"4899",99,1000,0.5,0.3,0,-0.087,0.087,29684.046875,0.0946935966971586,0.3,13348530
"4900",100,1000,0.5,0.3,1,-0.9945,0.9945,40000,0,0.125,16898045
"4901",1,1000,0.5,0.4,0,0.0960000000000001,0.0960000000000001,29932.40625,0.102400764422503,0.35,18487084
"4902",2,1000,0.5,0.4,0,0.3905,0.3905,39695.25,0.00728277247614264,0.3,15364967
"4903",3,1000,0.5,0.4,0,-0.000499999999999945,0.000499999999999945,40000,0,0.3,6729695
"4904",4,1000,0.5,0.4,0,-0.1715,0.1715,32667.171875,0.0881146039422584,0.3,6741592
"4905",5,1000,0.5,0.4,0,0.0725,0.0725,39940,0.003,0.35,10006352
"4906",6,1000,0.5,0.4,0,-0.7775,0.7775,33680.8125,0.0845270174443341,0.3,21750858
"4907",7,1000,0.5,0.4,0,-0.09,0.09,29795.921875,0.103560760886653,0.3,8113732
"4908",8,1000,0.5,0.4,0,-0.377,0.377,31485.40625,0.0895584454861636,0.3,17403582
"4909",9,1000,0.5,0.4,0,0.1455,0.1455,35408.4375,0.0501866445458316,0.4,12490274
"4910",10,1000,0.5,0.4,0,0.3135,0.3135,39318.25,0.0171543895055499,0.3,12260629
"4911",11,1000,0.5,0.4,0,-0.088,0.088,29473.796875,0.0977181745396317,0.3,13307072
"4912",12,1000,0.5,0.4,0,0.6005,0.6005,33987.53125,0.0711255656108597,0.35,14877735
"4913",13,1000,0.5,0.4,0,-0.894,0.894,37132.9375,0.0502360965372508,0.3,15708262
"4914",14,1000,0.5,0.4,0,1.0125,1.0125,31243.0625,0.10116155481324,0.35,18625818
"4915",15,1000,0.5,0.4,1,-0.945,0.945,39600.5,0.0110552763819095,0,14654721
"4916",16,1000,0.5,0.4,0,0.4925,0.4925,33823.65625,0.0771481587210962,0.3,6966856
"4917",17,1000,0.5,0.4,0,0.1145,0.1145,39712.25,0.00928714859437751,0.35,10155003
"4918",18,1000,0.5,0.4,0,-0.0565,0.0565,40000,0,0.3,6101265
"4919",19,1000,0.5,0.4,0,-0.3915,0.3915,39988,0.0015,0.3,14381351
"4920",20,1000,0.5,0.4,0,-0.1375,0.1375,39838.75,0.00750750750750751,0.3,9095366
"4921",21,1000,0.5,0.4,0,-0.00800000000000001,0.00800000000000001,29626.546875,0.110181587502974,0.35,12582745
"4922",22,1000,0.5,0.4,0,-0.2655,0.2655,34683.3125,0.057585052983826,0.4,13785321
"4923",23,1000,0.5,0.4,0,-0.406,0.406,31788.5,0.077565270188221,0.25,10531508
"4924",24,1000,0.5,0.4,0,-0.044,0.044,28873.375,0.0732397884831578,0.3,18613918
"4925",25,1000,0.5,0.4,0,0.8525,0.8525,32207.015625,0.0942012719790498,0.4,14952306
"4926",26,1000,0.5,0.4,0,0.139,0.139,35172.4375,0.0606940412000553,0.35,11997463
"4927",27,1000,0.5,0.4,0,-0.355,0.355,31531.640625,0.0797376596479116,0.3,13935927
"4928",28,1000,0.5,0.4,0,-0.00649999999999995,0.00649999999999995,40000,0,0.4,11806472
"4929",29,1000,0.5,0.4,0,-0.205,0.205,30935.625,0.0997052664236407,0.35,10152201
"4930",30,1000,0.5,0.4,0,0.0774999999999999,0.0774999999999999,30023.484375,0.100412436548223,0.3,13842925
"4931",31,1000,0.5,0.4,0,-0.42,0.42,32696.53125,0.0927542557835007,0.25,12533844
"4932",32,1000,0.5,0.4,0,-0.0615,0.0615,29790.421875,0.0809913339272698,0.3,10013251
"4933",33,1000,0.5,0.4,0,-0.09,0.09,30343.390625,0.0720749325289728,0.35,12523065
"4934",34,1000,0.5,0.4,0,-0.0600000000000001,0.0600000000000001,29464.53125,0.129905014014326,0.3,15343552
"4935",35,1000,0.5,0.4,0,0.7315,0.7315,33306.765625,0.0875144175317186,0.4,12797587
"4936",36,1000,0.5,0.4,0,-0.4105,0.4105,31867.5,0.103017689906348,0.25,9155058
"4937",37,1000,0.5,0.4,0,-0.191,0.191,30781.296875,0.105346580585302,0.3,10488999
"4938",38,1000,0.5,0.4,0,-0.4675,0.4675,38357,0.0381074168797954,0.3,17424872
"4939",39,1000,0.5,0.4,0,-0.0425,0.0425,29212.21875,0.111540915616526,0.35,17905474
"4940",40,1000,0.5,0.4,0,-0.0515,0.0515,40000,0,0.4,11016940
"4941",41,1000,0.5,0.4,0,-0.185,0.185,35849.8125,0.0576086956521739,0.35,11414372
"4942",42,1000,0.5,0.4,0,0.104,0.104,28927.296875,0.117422240292742,0.3,17682429
"4943",43,1000,0.5,0.4,0,-0.4535,0.4535,35433,0.0590400872647941,0.3,13398867
"4944",44,1000,0.5,0.4,0,-0.01,0.01,30275.28125,0.0778421721181327,0.35,14949605
"4945",45,1000,0.5,0.4,0,0.6095,0.6095,32844.4375,0.0895391367959034,0.3,11149524
"4946",46,1000,0.5,0.4,1,-0.995,0.995,40000,0,0.210526315789474,28156781
"4947",47,1000,0.5,0.4,0,-0.0570000000000001,0.0570000000000001,29632.890625,0.0942353883106485,0.3,14829327
"4948",48,1000,0.5,0.4,0,0.743,0.743,34385.96875,0.0674664784756528,0.35,13951894
"4949",49,1000,0.5,0.4,1,-0.978,0.978,39958,0.0055,0,22157428
"4950",50,1000,0.5,0.4,0,0.122,0.122,39640.75,0.0110386352232815,0.35,10264441
"4951",51,1000,0.5,0.4,1,-0.9815,0.9815,39863,0.00925462731365683,0,18350674
"4952",52,1000,0.5,0.4,1,-0.929,0.929,39892.25,0.00650325162581291,0.230769230769231,15423494
"4953",53,1000,0.5,0.4,0,0.7605,0.7605,31784.65625,0.0618029029793736,0.3,11265821
"4954",54,1000,0.5,0.4,0,-0.336,0.336,34136.5,0.105613305613306,0.25,10885523
"4955",55,1000,0.5,0.4,0,0.7125,0.7125,32821.0625,0.103416873087571,0.3,8920514
"4956",56,1000,0.5,0.4,0,-0.2645,0.2645,31644.125,0.102912695097406,0.3,12246468
"4957",57,1000,0.5,0.4,0,-0.1725,0.1725,36311.9375,0.05004013914905,0.35,8366695
"4958",58,1000,0.5,0.4,0,0.908,0.908,31582.8125,0.102183734939759,0.35,14992046
"4959",59,1000,0.5,0.4,0,0.101,0.101,40000,0,0.5,9458496
"4960",60,1000,0.5,0.4,0,-0.0245,0.0245,39093.625,0.0361293582617484,0.3,10188707
"4961",61,1000,0.5,0.4,0,0.156,0.156,39694.75,0.00902255639097744,0.4,15217170
"4962",62,1000,0.5,0.4,0,-0.3075,0.3075,34962.4375,0.0599944320712695,0.3,10642330
"4963",63,1000,0.5,0.4,0,-0.37,0.37,31097.65625,0.099557184302947,0.25,13200923
"4964",64,1000,0.5,0.4,0,-0.1025,0.1025,29962.1484375,0.110717676847602,0.3,12356213
"4965",65,1000,0.5,0.4,0,0.783,0.783,31421.03125,0.105643994211288,0.35,13444193
"4966",66,1000,0.5,0.4,0,0.004,0.004,29820.65625,0.0933658997793886,0.3,14859022
"4967",67,1000,0.5,0.4,0,-0.0695,0.0695,29386.59375,0.0950806451612903,0.3,16326355
"4968",68,1000,0.5,0.4,0,-0.242,0.242,32379.578125,0.0871847962730163,0.35,10622666
"4969",69,1000,0.5,0.4,0,-0.3535,0.3535,32486.4375,0.0937959964674713,0.3,12103662
"4970",70,1000,0.5,0.4,0,-0.053,0.053,29201.71875,0.0944089102318355,0.3,14703392
"4971",71,1000,0.5,0.4,0,-0.0635,0.0635,29592.8828125,0.10831628354796,0.3,14763576
"4972",72,1000,0.5,0.4,0,-0.1935,0.1935,34519.375,0.071011673151751,0.3,11099828
"4973",73,1000,0.5,0.4,0,-0.2885,0.2885,32584.6875,0.0777744982290437,0.3,10779732
"4974",74,1000,0.5,0.4,0,-0.0575,0.0575,29562.296875,0.102961239065886,0.3,14298040
"4975",75,1000,0.5,0.4,0,-0.053,0.053,28715.1484375,0.100528227137669,0.3,14041451
"4976",76,1000,0.5,0.4,0,-0.3715,0.3715,40000,0,0.3,15962278
"4977",77,1000,0.5,0.4,0,-0.3905,0.3905,40000,0,0.35,13969691
"4978",78,1000,0.5,0.4,0,-0.509,0.509,38699.5,0.032520325203252,0.25,8550910
"4979",79,1000,0.5,0.4,1,-0.9175,0.9175,39743.75,0.0150300601202405,0.2,15245988
"4980",80,1000,0.5,0.4,0,-0.1905,0.1905,33712.0625,0.0833156216790648,0.35,10345925
"4981",81,1000,0.5,0.4,0,-0.111,0.111,29550.5625,0.131493248610008,0.3,14627493
"4982",82,1000,0.5,0.4,1,-0.9735,0.9735,39970,0.004,0,17215738
"4983",83,1000,0.5,0.4,0,-0.3885,0.3885,32334.75,0.0995356721698113,0.3,12504803
"4984",84,1000,0.5,0.4,0,-0.339,0.339,31075.046875,0.0894115844315048,0.25,12531155
"4985",85,1000,0.5,0.4,0,-0.036,0.036,29392.328125,0.1216139726692,0.35,12113813
"4986",86,1000,0.5,0.4,0,-0.421,0.421,32480.25,0.0741045389964855,0.25,10953723
"4987",87,1000,0.5,0.4,0,-0.5465,0.5465,38019.625,0.0272020725388601,0.25,10094419
"4988",88,1000,0.5,0.4,0,0.5395,0.5395,34342.9375,0.0502118644067797,0.35,10205198
"4989",89,1000,0.5,0.4,0,0.4585,0.4585,39422.5,0.0206237424547284,0.25,10690235
"4990",90,1000,0.5,0.4,0,-0.1345,0.1345,39952,0.0105,0.35,9648118
"4991",91,1000,0.5,0.4,0,0.797,0.797,34575.625,0.0610617612086452,0.3,13504982
"4992",92,1000,0.5,0.4,0,0.117,0.117,39886,0.00650325162581291,0.4,12581018
"4993",93,1000,0.5,0.4,0,-0.031,0.031,29763.21875,0.115157794070768,0.3,10365488
"4994",94,1000,0.5,0.4,0,0.00150000000000006,0.00150000000000006,29647.5,0.119532126261817,0.35,18239288
"4995",95,1000,0.5,0.4,0,0.308,0.308,34853.84375,0.0820605387392391,0.45,11893780
"4996",96,1000,0.5,0.4,0,0.8575,0.8575,31117.890625,0.101083865016527,0.35,18308020
"4997",97,1000,0.5,0.4,0,-0.263,0.263,38122.875,0.0393923789907312,0.3,17243811
"4998",98,1000,0.5,0.4,0,-0.00649999999999995,0.00649999999999995,40000,0,0.3,14692064
"4999",99,1000,0.5,0.4,0,0.1095,0.1095,29608.765625,0.101956418005408,0.3,12341997
"5000",100,1000,0.5,0.4,0,-0.552,0.552,38566.5,0.0245775729646697,0.25,13387627
"5001",1,1000,0.5,0.5,0,0.29,0.29,34311.09375,0.0747167138810198,0.25,6349179
"5002",2,1000,0.5,0.5,1,-0.9065,0.9065,39611.75,0.0118090452261307,0.142857142857143,12026499
"5003",3,1000,0.5,0.5,0,-0.134,0.134,30729.484375,0.0656426775612822,0.3,7966322
"5004",4,1000,0.5,0.5,0,0.771,0.771,31680.03125,0.0911296436694466,0.3,10883382
"5005",5,1000,0.5,0.5,0,-0.153,0.153,29946.8125,0.0994311353256951,0.3,15322486
"5006",6,1000,0.5,0.5,0,0.0265,0.0265,39970,0.002,0.4,12987279
"5007",7,1000,0.5,0.5,0,0.6475,0.6475,34715.96875,0.0640449438202247,0.3,9100475
"5008",8,1000,0.5,0.5,0,-0.1805,0.1805,31174.421875,0.0798032990010067,0.25,8954266
"5009",9,1000,0.5,0.5,0,-0.4615,0.4615,39838.25,0.00650976464697046,0.25,14270978
"5010",10,1000,0.5,0.5,0,0.152,0.152,39707.25,0.00902708124373119,0.3,9100713
"5011",11,1000,0.5,0.5,0,0.367,0.367,39689.25,0.0102808425275827,0.25,8492236
"5012",12,1000,0.5,0.5,0,-0.1155,0.1155,30127.6875,0.111301503232339,0.3,9620868
"5013",13,1000,0.5,0.5,0,-0.3865,0.3865,31610.71875,0.0997946299536016,0.25,8396190
"5014",14,1000,0.5,0.5,0,0.079,0.079,28873.421875,0.0818983274285243,0.3,21090458
"5015",15,1000,0.5,0.5,0,0.102,0.102,29941.8828125,0.0904386593424091,0.3,14145678
"5016",16,1000,0.5,0.5,0,0.3,0.3,39618.25,0.0100502512562814,0.35,11795705
"5017",17,1000,0.5,0.5,0,0.802,0.802,31767.328125,0.0690222323049002,0.3,13144680
"5018",18,1000,0.5,0.5,0,0.1975,0.1975,35216.1875,0.0845289658906335,0.35,9006064
"5019",19,1000,0.5,0.5,0,0.8315,0.8315,33308.796875,0.0837579846407809,0.35,12242409
"5020",20,1000,0.5,0.5,0,0.1575,0.1575,39778.5,0.00802005012531328,0.35,10551331
"5021",21,1000,0.5,0.5,0,-0.1625,0.1625,31164.984375,0.0942023493747632,0.35,11294356
"5022",22,1000,0.5,0.5,0,0.815,0.815,31947.046875,0.0966972340266905,0.3,11133175
"5023",23,1000,0.5,0.5,0,-0.3015,0.3015,36449.875,0.0720541401273885,0.25,13790638
"5024",24,1000,0.5,0.5,0,-0.6215,0.6215,35593.5625,0.0565728341076797,0.3,14902300
"5025",25,1000,0.5,0.5,0,0.546,0.546,31816.125,0.0986896293523025,0.35,11609573
"5026",26,1000,0.5,0.5,0,0.206,0.206,39130.875,0.0285497726124305,0.4,15681755
"5027",27,1000,0.5,0.5,0,0.7265,0.7265,32331.84375,0.0776260817666368,0.45,9544515
"5028",28,1000,0.5,0.5,0,0.509,0.509,31065.453125,0.0798756798756799,0.3,15349922
"5029",29,1000,0.5,0.5,0,-0.429,0.429,31812.15625,0.1103733215287,0.3,10068981
"5030",30,1000,0.5,0.5,0,0.0349999999999999,0.0349999999999999,39946,0.0035,0.3,8072292
"5031",31,1000,0.5,0.5,0,-0.3845,0.3845,31925.546875,0.0889239081494822,0.25,8124381
"5032",32,1000,0.5,0.5,0,-0.176,0.176,31310.328125,0.0634455737450539,0.35,10809752
"5033",33,1000,0.5,0.5,1,-0.9325,0.9325,39374.75,0.0199142929165616,0,19564485
"5034",34,1000,0.5,0.5,0,-0.0675,0.0675,29899.515625,0.0810897435897436,0.35,11016109
"5035",35,1000,0.5,0.5,0,1.022,1.022,30876.515625,0.0883720930232558,0.3,15098131
"5036",36,1000,0.5,0.5,0,0.8725,0.8725,30845.5,0.100574492531597,0.3,19438547
"5037",37,1000,0.5,0.5,0,0.9285,0.9285,30698.4375,0.0814234487059557,0.4,13359844
"5038",38,1000,0.5,0.5,0,0.196,0.196,39173.5,0.0157240679685519,0.4,14820254
"5039",39,1000,0.5,0.5,0,-0.031,0.031,40000,0,0.35,8082847
"5040",40,1000,0.5,0.5,0,0.1875,0.1875,37518.125,0.0559159314997405,0.25,8360306
"5041",41,1000,0.5,0.5,0,0.879,0.879,30604.5234375,0.104417670682731,0.3,14704079
"5042",42,1000,0.5,0.5,0,-0.191,0.191,31397.921875,0.0691816643593293,0.3,7550778
"5043",43,1000,0.5,0.5,0,0.504,0.504,34123.5,0.0794922705999149,0.3,9844546
"5044",44,1000,0.5,0.5,0,0.6815,0.6815,33502.15625,0.0795600628481646,0.3,15656396
"5045",45,1000,0.5,0.5,0,-0.082,0.082,29822.59375,0.0992811501597444,0.3,12019520
"5046",46,1000,0.5,0.5,0,-0.413,0.413,32427.9375,0.0745457253500149,0.25,11886444
"5047",47,1000,0.5,0.5,0,0.8475,0.8475,31640.234375,0.0782920867705469,0.3,10660294
"5048",48,1000,0.5,0.5,0,0.601,0.601,34189.15625,0.0613173993455684,0.3,11787813
"5049",49,1000,0.5,0.5,0,-0.434,0.434,39880,0.00550550550550551,0.25,13352120
"5050",50,1000,0.5,0.5,0,-0.3215,0.3215,34206.9375,0.0734223729771748,0.25,8669233
"5051",51,1000,0.5,0.5,0,0.1045,0.1045,39582.25,0.0148278461925107,0.35,17179237
"5052",52,1000,0.5,0.5,0,-0.4055,0.4055,40000,0,0.3,15280628
"5053",53,1000,0.5,0.5,0,0.873,0.873,31223,0.114118975903614,0.3,15430281
"5054",54,1000,0.5,0.5,0,-0.0745,0.0745,29978.21875,0.0768117107697257,0.3,13635444
"5055",55,1000,0.5,0.5,0,-0.197,0.197,33178.59375,0.0948455086386121,0.25,7874415
"5056",56,1000,0.5,0.5,1,-0.985,0.985,39970,0.004,0.125,15254476
"5057",57,1000,0.5,0.5,0,-0.0365,0.0365,40000,0,0.3,7511000
"5058",58,1000,0.5,0.5,0,-0.0610000000000001,0.0610000000000001,29389.375,0.114895330112721,0.3,13376194
"5059",59,1000,0.5,0.5,0,-0.425,0.425,39994,0.001,0.25,12863402
"5060",60,1000,0.5,0.5,0,-0.253,0.253,32106.90625,0.0848137961792909,0.3,13912735
"5061",61,1000,0.5,0.5,0,-0.0679999999999999,0.0679999999999999,29218.0234375,0.0983088416386175,0.3,15202303
"5062",62,1000,0.5,0.5,0,-0.511,0.511,39541.75,0.0123301459486663,0.25,11853637
"5063",63,1000,0.5,0.5,0,-0.3745,0.3745,40000,0,0.45,8149738
"5064",64,1000,0.5,0.5,0,0.108,0.108,39760.75,0.00601805416248746,0.3,10004000
"5065",65,1000,0.5,0.5,0,0.348,0.348,31239.71875,0.0787190560653968,0.35,17425075
"5066",66,1000,0.5,0.5,0,0.00600000000000001,0.00600000000000001,31197.984375,0.125709590678219,0.3,11618481
"5067",67,1000,0.5,0.5,0,0.00750000000000006,0.00750000000000006,29519.234375,0.094962504075644,0.3,15585914
"5068",68,1000,0.5,0.5,0,-0.3815,0.3815,36694.5,0.0491214057507987,0.35,10126812
"5069",69,1000,0.5,0.5,0,0.445,0.445,35449.8125,0.047958833619211,0.3,7195735
"5070",70,1000,0.5,0.5,0,0.1185,0.1185,39826,0.00950475237618809,0.3,10023348
"5071",71,1000,0.5,0.5,0,-0.031,0.031,29732.1875,0.0911629036173829,0.3,15873309
"5072",72,1000,0.5,0.5,0,0.2235,0.2235,39588,0.0213032581453634,0.4,10500851
"5073",73,1000,0.5,0.5,0,0.0595000000000001,0.0595000000000001,39976,0.0025,0.3,8036871
"5074",74,1000,0.5,0.5,0,-0.666,0.666,37324.6875,0.0675199164163511,0.15,17447269
"5075",75,1000,0.5,0.5,0,0.859,0.859,31424.5625,0.0924331500094823,0.3,15987555
"5076",76,1000,0.5,0.5,0,-0.434,0.434,32131.8125,0.0971829965964226,0.35,11726615
"5077",77,1000,0.5,0.5,0,-0.157,0.157,31098.09375,0.0940548780487805,0.3,10133349
"5078",78,1000,0.5,0.5,0,0.1325,0.1325,39559.5,0.00806248425296044,0.35,14665339
"5079",79,1000,0.5,0.5,0,0.0485,0.0485,39952,0.003,0.3,10444820
"5080",80,1000,0.5,0.5,0,0.1545,0.1545,40000,0,0.25,6914209
"5081",81,1000,0.5,0.5,0,0.00449999999999995,0.00449999999999995,38245.5,0.0338809034907598,0.35,11590731
"5082",82,1000,0.5,0.5,0,0.2425,0.2425,33830.75,0.066771970132108,0.25,10700594
"5083",83,1000,0.5,0.5,0,-0.082,0.082,29801.53125,0.125628338045869,0.3,16373152
"5084",84,1000,0.5,0.5,0,0.129,0.129,39654.75,0.00804020100502513,0.3,14127982
"5085",85,1000,0.5,0.5,0,0.079,0.079,29130.578125,0.114234932945549,0.3,16773887
"5086",86,1000,0.5,0.5,0,-0.337,0.337,30747.578125,0.0734038386212299,0.25,11477186
"5087",87,1000,0.5,0.5,0,-0.0845,0.0845,29542.578125,0.0799642799155707,0.3,14475638
"5088",88,1000,0.5,0.5,1,-0.9625,0.9625,39743.5,0.0137775551102204,0,16298842
"5089",89,1000,0.5,0.5,0,-0.3755,0.3755,32864.40625,0.0717315004387248,0.25,10156719
"5090",90,1000,0.5,0.5,0,0.2155,0.2155,39970,0.0025,0.35,12168972
"5091",91,1000,0.5,0.5,1,-0.9935,0.9935,39982,0.0045,0,17637699
"5092",92,1000,0.5,0.5,0,-0.5335,0.5335,37923,0.0390909090909091,0.25,8414043
"5093",93,1000,0.5,0.5,0,-0.00349999999999995,0.00349999999999995,34930.34375,0.0531575294934074,0.5,6156100
"5094",94,1000,0.5,0.5,0,0.14,0.14,34489.875,0.0736093684650774,0.25,12522369
"5095",95,1000,0.5,0.5,1,-0.9465,0.9465,39952,0.0045,0.125,13325705
"5096",96,1000,0.5,0.5,0,-0.1215,0.1215,31140.109375,0.09057386494584,0.3,10619253
"5097",97,1000,0.5,0.5,0,0.855,0.855,31189.453125,0.0993349640727717,0.3,16900830
"5098",98,1000,0.5,0.5,0,0.002,0.002,36162.375,0.05859375,0.4,10400680
"5099",99,1000,0.5,0.5,0,0.898,0.898,31075.734375,0.0645525291828794,0.3,11400085
"5100",100,1000,0.5,0.5,0,-0.32,0.32,30881.890625,0.0887251515849259,0.3,15822274
"5101",1,1000,0.5,0.6,0,-1,1,39649,0.0175438596491228,0.2,24158322
"5102",2,1000,0.5,0.6,0,-0.657,0.657,39392.25,0.0168935955622794,0.25,10815855
"5103",3,1000,0.5,0.6,0,0.4585,0.4585,34735.34375,0.061637149630456,0.3,11722479
"5104",4,1000,0.5,0.6,0,0.8145,0.8145,31593.25,0.0856364049367759,0.3,13862537
"5105",5,1000,0.5,0.6,0,-0.0255,0.0255,34326.25,0.049596145670965,0.35,14574895
"5106",6,1000,0.5,0.6,0,0.926,0.926,31395.96875,0.0865457294028723,0.3,14636210
"5107",7,1000,0.5,0.6,0,-0.1535,0.1535,31400.3125,0.0849199153822907,0.3,11036446
"5108",8,1000,0.5,0.6,1,-0.985,0.985,39988,0.0025,0,16205216
"5109",9,1000,0.5,0.6,0,-0.469,0.469,39970,0.002,0.25,12480332
"5110",10,1000,0.5,0.6,0,-0.4065,0.4065,32436.375,0.0966989725278729,0.25,9616197
