"","rep","budget","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","SumAbsDev"
"2310",10,1000,0.3,0,0,-0.3205,0.3205,33835.28125,0.0903597526700393,0.15,10583384
"2311",11,1000,0.3,0,0,0.252,0.252,39934,0.005,0.2,10630203
"2312",12,1000,0.3,0,0,0.6655,0.6655,32695.375,0.0871660096364433,0.25,10678519
"2313",13,1000,0.3,0,0,-0.028,0.028,38113.5625,0.0525775839958964,0.15,8274300
"2314",14,1000,0.3,0,0,-0.257,0.257,33179.25,0.0841209147969122,0.3,6141325
"2315",15,1000,0.3,0,0,0.2715,0.2715,34444.46875,0.0743830870395249,0.25,7793719
"2316",16,1000,0.3,0,0,0.2665,0.2665,39689,0.0165330661322645,0.15,8458483
"2317",17,1000,0.3,0,0,0.3365,0.3365,35285.0625,0.0522450110864745,0.2,11045977
"2318",18,1000,0.3,0,0,0.147,0.147,37770.875,0.0885136863647992,0.2,5015832
"2319",19,1000,0.3,0,0,0.6025,0.6025,35056.625,0.0601379310344828,0.15,11073169
"2320",20,1000,0.3,0,0,0.725,0.725,35400.4375,0.0739834081327349,0.05,11377500
"2321",21,1000,0.3,0,0,0.0455000000000001,0.0455000000000001,34836.78125,0.0798773262703004,0.25,7297393
"2322",22,1000,0.3,0,0,0.00750000000000006,0.00750000000000006,39868.25,0.00775775775775776,0.1,9615904
"2323",23,1000,0.3,0,0,0.0720000000000001,0.0720000000000001,40000,0,0.25,8606453
"2324",24,1000,0.3,0,0,0.3415,0.3415,39482.75,0.0243841126194067,0.05,12034074
"2325",25,1000,0.3,0,0,0.4255,0.4255,33367.5625,0.0685975609756098,0.25,8910532
"2326",26,1000,0.3,0,0,0.4085,0.4085,35018.375,0.0558566069195498,0.15,10446803
"2327",27,1000,0.3,0,0,-0.2885,0.2885,37416.125,0.0582790091264668,0.15,10628872
"2328",28,1000,0.3,0,0,-0.049,0.049,39988,0.002,0.15,8029643
"2329",29,1000,0.3,0,0,-0.1355,0.1355,30850.953125,0.0941408059286707,0.2,10725290
"2330",30,1000,0.3,0,0,-0.4035,0.4035,32897.828125,0.110395616906219,0.1,10277826
"2331",31,1000,0.3,0,0,0.4475,0.4475,34618.4375,0.0608383738922493,0.1,9650735
"2332",32,1000,0.3,0,0,-0.011,0.011,31513.625,0.100941265060241,0.15,9419898
"2333",33,1000,0.3,0,0,0.4775,0.4775,35812.75,0.0702133405347016,0.1,11351291
"2334",34,1000,0.3,0,0,-0.39,0.39,31789.078125,0.0896554329756687,0.1,10325521
"2335",35,1000,0.3,0,0,0.7415,0.7415,34755.90625,0.0725075528700906,0.2,10337682
"2336",36,1000,0.3,0,0,0.000499999999999945,0.000499999999999945,31199.3125,0.0880091358964598,0.2,11427851
"2337",37,1000,0.3,0,0,0.4485,0.4485,35827,0.0578703703703704,0.2,8654936
"2338",38,1000,0.3,0,0,0.3035,0.3035,39623.75,0.0170554301479809,0.15,10584328
"2339",39,1000,0.3,0,0,-0.2255,0.2255,32634.34375,0.0900058021467943,0.1,8384928
"2340",40,1000,0.3,0,0,0.284,0.284,39868.25,0.0132566283141571,0.15,12032128
"2341",41,1000,0.3,0,0,0.7865,0.7865,34292.8125,0.0690116074569117,0.1,11871945
"2342",42,1000,0.3,0,0,-0.3075,0.3075,34834.84375,0.0790562913907285,0.15,10212708
"2343",43,1000,0.3,0,0,0.604,0.604,32695.09375,0.0947448757086786,0.25,9064186
"2344",44,1000,0.3,0,0,-0.361,0.361,33401.8125,0.081145757795504,0.05,10010840
"2345",45,1000,0.3,0,0,0.138,0.138,38463.375,0.0551161010461853,0.2,9550644
"2346",46,1000,0.3,0,0,-0.173,0.173,31873.03125,0.080414850443409,0.1,8824456
"2347",47,1000,0.3,0,0,0.012,0.012,39988,0.001,0.1,9947366
"2348",48,1000,0.3,0,0,0.8365,0.8365,33806.90625,0.103248340901153,0.25,9612453
"2349",49,1000,0.3,0,0,-0.1335,0.1335,40000,0,0.1,7205723
"2350",50,1000,0.3,0,0,0.0805,0.0805,39982,0.002,0.25,8573653
"2351",51,1000,0.3,0,0,-0.2205,0.2205,33711.53125,0.0815147625160462,0.15,9276149
"2352",52,1000,0.3,0,0,-0.3765,0.3765,40000,0,0.2,9554678
"2353",53,1000,0.3,0,0,0.261,0.261,39755,0.0137775551102204,0.15,9145426
"2354",54,1000,0.3,0,0,-0.3765,0.3765,32143,0.077297739440809,0.15,9889421
"2355",55,1000,0.3,0,0,-0.3745,0.3745,31113.15625,0.0850768161815796,0.2,12268620
"2356",56,1000,0.3,0,0,0.0185,0.0185,36658.875,0.0671916010498688,0.1,8912756
"2357",57,1000,0.3,0,0,-0.0525,0.0525,35147.6875,0.0831962719298246,0.25,9115372
"2358",58,1000,0.3,0,0,-0.0975,0.0975,39012.125,0.0411200807265388,0.2,7017351
"2359",59,1000,0.3,0,0,0.165,0.165,37453.25,0.0623379989631934,0.2,10109324
"2360",60,1000,0.3,0,0,0.16,0.16,35793.8125,0.0688079559199032,0.1,8322788
"2361",61,1000,0.3,0,0,0.095,0.095,35562.125,0.0562320426870981,0.2,9024443
"2362",62,1000,0.3,0,0,-0.1445,0.1445,39814.25,0.00825825825825826,0.2,7796819
"2363",63,1000,0.3,0,0,-0.2525,0.2525,33051.65625,0.0863641318170258,0.2,11569157
"2364",64,1000,0.3,0,0,0.3295,0.3295,35664.75,0.0619396903015485,0.25,5888688
"2365",65,1000,0.3,0,0,-0.402,0.402,32873.5625,0.0939380595919566,0.2,8888797
"2366",66,1000,0.3,0,0,0.0595000000000001,0.0595000000000001,31068.59375,0.126037109669633,0,11408485
"2367",67,1000,0.3,0,0,-0.383,0.383,32264.609375,0.0638528138528139,0.15,10100779
"2368",68,1000,0.3,0,0,0.7015,0.7015,32365.09375,0.0822271386430678,0.2,11479901
"2369",69,1000,0.3,0,0,-0.005,0.005,31485.609375,0.115885224079278,0.1,10506208
"2370",70,1000,0.3,0,0,-0.1735,0.1735,33014.0625,0.0631416837782341,0.2,10125631
"2371",71,1000,0.3,0,0,-0.2205,0.2205,33943.5625,0.0938337801608579,0.2,10814606
"2372",72,1000,0.3,0,0,-0.34,0.34,32284.671875,0.0701833146277591,0,10733536
"2373",73,1000,0.3,0,0,-0.159,0.159,39833,0.0125125125125125,0.15,8127665
"2374",74,1000,0.3,0,0,0.38,0.38,36327.375,0.0723562152133581,0.2,9026089
"2375",75,1000,0.3,0,0,-0.41,0.41,31213.921875,0.088376041988268,0.15,10551486
"2376",76,1000,0.3,0,0,-0.1105,0.1105,31794.734375,0.0841219768664564,0.2,10233148
"2377",77,1000,0.3,0,0,0.3765,0.3765,36415.75,0.091039333159677,0.2,9286352
"2378",78,1000,0.3,0,0,0.147,0.147,39820.75,0.0195097548774387,0.1,8844140
"2379",79,1000,0.3,0,0,0.531,0.531,35771.375,0.0632988849605657,0.25,7601224
"2380",80,1000,0.3,0,0,0.2365,0.2365,33904.90625,0.0792030064525278,0.3,6757875
"2381",81,1000,0.3,0,0,-0.391,0.391,32484.625,0.0777497776460125,0.2,8865934
"2382",82,1000,0.3,0,0,0.2035,0.2035,39677.25,0.013770655983976,0.15,10015704
"2383",83,1000,0.3,0,0,-0.034,0.034,32256.9375,0.0945940938901034,0.1,9171218
"2384",84,1000,0.3,0,0,-0.3105,0.3105,31458.1875,0.0659024689464806,0.1,11826171
"2385",85,1000,0.3,0,0,-0.147,0.147,38717,0.0333418172562993,0.15,11933504
"2386",86,1000,0.3,0,0,0.115,0.115,39982,0.0025,0.05,10957065
"2387",87,1000,0.3,0,0,-0.1025,0.1025,39028.375,0.0321926489226869,0.1,8565923
"2388",88,1000,0.3,0,0,-0.155,0.155,32527.03125,0.0917698470502549,0.1,8424293
"2389",89,1000,0.3,0,0,-0.0445,0.0445,32307,0.104774927932589,0.2,12292068
"2390",90,1000,0.3,0,0,-0.3195,0.3195,33558.75,0.0839546888442787,0.25,7307807
"2391",91,1000,0.3,0,0,-0.1565,0.1565,32249.65625,0.0908481644202845,0.2,8072230
"2392",92,1000,0.3,0,0,-0.00649999999999995,0.00649999999999995,31882.375,0.0930559668344685,0.15,8958709
"2393",93,1000,0.3,0,0,-0.6965,0.6965,37483.5,0.079307672436063,0.25,9733383
"2394",94,1000,0.3,0,0,-0.359,0.359,31998.609375,0.0922297041688734,0.15,10331178
"2395",95,1000,0.3,0,0,0.724,0.724,34873.8125,0.0795640326975477,0.15,12197246
"2396",96,1000,0.3,0,0,0.0714999999999999,0.0714999999999999,39994,0.001,0.1,10715011
"2397",97,1000,0.3,0,0,0.2505,0.2505,39982,0.002,0.2,7942801
"2398",98,1000,0.3,0,0,-0.0635,0.0635,40000,0,0.15,9819348
"2399",99,1000,0.3,0,0,0.258,0.258,39970,0.009,0.1,10037173
"2400",100,1000,0.3,0,0,-0.0605,0.0605,32425.71875,0.0869210818821786,0.15,11768763
"2401",1,1000,0.3,0.1,0,-0.496,0.496,35817.8125,0.0906075882196869,0.15,8576785
"2402",2,1000,0.3,0.1,0,0.485,0.485,35284.1875,0.0742506811989101,0.2,8451931
"2403",3,1000,0.3,0.1,0,-0.00149999999999995,0.00149999999999995,31707.75,0.0753486961795027,0.2,11773596
"2404",4,1000,0.3,0.1,0,0.6105,0.6105,34297.0625,0.0816724738675958,0.25,8667958
"2405",5,1000,0.3,0.1,0,-0.236,0.236,33604.4375,0.102779345372461,0.2,9709750
"2406",6,1000,0.3,0.1,0,-0.2165,0.2165,33019.9375,0.088971337116252,0.15,9251282
"2407",7,1000,0.3,0.1,0,-0.344,0.344,32750.125,0.0820272447634393,0.1,7639804
"2408",8,1000,0.3,0.1,0,-0.168,0.168,33490.0625,0.0617544370090195,0.15,9635245
"2409",9,1000,0.3,0.1,0,-0.2375,0.2375,33765.6875,0.0820927569424563,0.2,10463711
"2410",10,1000,0.3,0.1,0,-0.00849999999999995,0.00849999999999995,31783.375,0.0584053206941365,0.2,9988638
"2411",11,1000,0.3,0.1,0,-0.283,0.283,32729.25,0.092901346923917,0.15,10107537
"2412",12,1000,0.3,0.1,0,-0.236,0.236,33330.5625,0.0786452353616533,0.2,11789624
"2413",13,1000,0.3,0.1,0,0.643,0.643,35158.8125,0.0641644818545605,0.35,7400380
"2414",14,1000,0.3,0.1,0,-0.0965,0.0965,31832.75,0.0959539301473338,0.1,10933545
"2415",15,1000,0.3,0.1,0,-0.1445,0.1445,39994,5e-04,0.25,9649982
"2416",16,1000,0.3,0.1,0,0.283,0.283,39952,0.004,0.15,10458313
"2417",17,1000,0.3,0.1,0,-0.1225,0.1225,31683.765625,0.0858186359851639,0.1,7251234
"2418",18,1000,0.3,0.1,0,0.3935,0.3935,35063,0.0567897806164954,0.1,10362608
"2419",19,1000,0.3,0.1,0,-0.0505,0.0505,32400.734375,0.105757510575751,0.1,9987707
"2420",20,1000,0.3,0.1,0,0.1755,0.1755,32807.296875,0.0700515084621045,0.25,11372423
"2421",21,1000,0.3,0.1,0,0.1435,0.1435,39958,0.003,0.15,8611215
"2422",22,1000,0.3,0.1,0,-0.157,0.157,32677.3125,0.0793662490788504,0.25,11046182
"2423",23,1000,0.3,0.1,0,0.1835,0.1835,33370.15625,0.0711803041274439,0.15,9773590
"2424",24,1000,0.3,0.1,0,0.3245,0.3245,39649,0.0148018063221274,0.25,15412068
"2425",25,1000,0.3,0.1,0,-0.1505,0.1505,31254.0625,0.0847082187595478,0.1,9993132
"2426",26,1000,0.3,0.1,0,-0.3195,0.3195,32617.5,0.0795804606131729,0.1,6117401
"2427",27,1000,0.3,0.1,0,0.308,0.308,39401.125,0.0235160965794769,0.2,12478122
"2428",28,1000,0.3,0.1,0,0.717,0.717,33702.6875,0.098364682762493,0.2,10481833
"2429",29,1000,0.3,0.1,0,0.673,0.673,34341.125,0.102443087173792,0.1,10533038
"2430",30,1000,0.3,0.1,0,-0.2675,0.2675,33834.5625,0.0691129319558247,0.15,12478734
"2431",31,1000,0.3,0.1,0,0.3795,0.3795,39198.8125,0.0209914011127972,0.1,11269476
"2432",32,1000,0.3,0.1,0,-0.301,0.301,32071.34375,0.102383450757008,0.1,11784154
"2433",33,1000,0.3,0.1,0,0.077,0.077,40000,0,0.15,8930699
"2434",34,1000,0.3,0.1,0,0.0760000000000001,0.0760000000000001,30965.8125,0.0950115118956255,0.1,10741863
"2435",35,1000,0.3,0.1,0,-0.0679999999999999,0.0679999999999999,32279.34375,0.0728793309438471,0.15,12223260
"2436",36,1000,0.3,0.1,0,0.821,0.821,33110.875,0.0749891004214504,0.2,10421132
"2437",37,1000,0.3,0.1,0,0.1525,0.1525,39814.5,0.00851703406813627,0.1,8577572
"2438",38,1000,0.3,0.1,0,0.0125,0.0125,36325.3125,0.0602570969469738,0.1,7534675
"2439",39,1000,0.3,0.1,0,-0.229,0.229,32982.875,0.106642857142857,0.1,9024550
"2440",40,1000,0.3,0.1,0,-0.15,0.15,31260.96875,0.0705773100139297,0.15,8807805
"2441",41,1000,0.3,0.1,0,-0.2515,0.2515,37980.75,0.0483042137718397,0.25,11120395
"2442",42,1000,0.3,0.1,0,-0.0605,0.0605,31057.25,0.0907872568540358,0.15,10727360
"2443",43,1000,0.3,0.1,0,0.6145,0.6145,33826.3125,0.102678571428571,0.15,8253714
"2444",44,1000,0.3,0.1,0,0.306,0.306,39898.25,0.0100050025012506,0.2,12667625
"2445",45,1000,0.3,0.1,0,-0.2185,0.2185,35333.375,0.0710055096418733,0.3,5841721
"2446",46,1000,0.3,0.1,0,-0.193,0.193,33676.625,0.127569698676429,0.1,7396476
"2447",47,1000,0.3,0.1,0,0.0215000000000001,0.0215000000000001,39988,0.0015,0.15,7925328
"2448",48,1000,0.3,0.1,0,-0.1645,0.1645,40000,0,0.2,7669160
"2449",49,1000,0.3,0.1,0,-0.094,0.094,39946,0.0035,0.2,8592550
"2450",50,1000,0.3,0.1,0,-0.457,0.457,35923.25,0.100552050473186,0.1,8961720
"2451",51,1000,0.3,0.1,0,0.677,0.677,33976.25,0.0662341366034507,0.25,8917716
"2452",52,1000,0.3,0.1,0,-0.182,0.182,32759.25,0.0819490586932447,0.2,11061961
"2453",53,1000,0.3,0.1,0,0.0765,0.0765,31663.171875,0.0685067665723679,0.2,10266280
"2454",54,1000,0.3,0.1,0,-0.152,0.152,39976.25,0.0025,0.2,8185270
"2455",55,1000,0.3,0.1,0,0.6895,0.6895,33176.234375,0.100788766270515,0.2,9416832
"2456",56,1000,0.3,0.1,0,-0.178,0.178,40000,0,0.2,9533766
"2457",57,1000,0.3,0.1,0,-0.273,0.273,31971.375,0.0706657577823222,0.1,8853143
"2458",58,1000,0.3,0.1,0,-0.17,0.17,39982,0.003,0.15,9355980
"2459",59,1000,0.3,0.1,0,-0.186,0.186,32428.53125,0.0994425137561541,0.15,8446580
"2460",60,1000,0.3,0.1,0,-0.3345,0.3345,33392.875,0.0758680430231719,0.15,10286425
"2461",61,1000,0.3,0.1,0,0.814,0.814,34575.875,0.0625617850586075,0.2,12931846
"2462",62,1000,0.3,0.1,0,0.312,0.312,39766.5,0.00802005012531328,0.1,7981425
"2463",63,1000,0.3,0.1,0,-0.5715,0.5715,36771.375,0.0685419968304279,0.2,10246742
"2464",64,1000,0.3,0.1,0,0.073,0.073,39355.75,0.0450788880540947,0.05,9491771
"2465",65,1000,0.3,0.1,0,0.115,0.115,36411.0625,0.0735607675906183,0.2,9433199
"2466",66,1000,0.3,0.1,0,-0.443,0.443,32764.25,0.0888601413891116,0.15,9016896
"2467",67,1000,0.3,0.1,0,-0.216,0.216,39346.875,0.0378635907723169,0.15,9232462
"2468",68,1000,0.3,0.1,0,-0.383,0.383,31261.4140625,0.100646282928304,0.15,11652283
"2469",69,1000,0.3,0.1,0,0.2885,0.2885,39696,0.0192982456140351,0.15,11988691
"2470",70,1000,0.3,0.1,0,0.543,0.543,35297.9375,0.0528488852188274,0.1,10327408
"2471",71,1000,0.3,0.1,0,0.5625,0.5625,31805.4375,0.0658444022770398,0.25,12636882
"2472",72,1000,0.3,0.1,0,0.69,0.69,34020.03125,0.0816570544380363,0.1,10158316
"2473",73,1000,0.3,0.1,0,-0.0895,0.0895,40000,0,0.2,9046759
"2474",74,1000,0.3,0.1,0,0.0734999999999999,0.0734999999999999,30937.4375,0.107372664547639,0.2,12411309
"2475",75,1000,0.3,0.1,0,-0.3345,0.3345,31359.84375,0.0943723596861798,0.15,10965526
"2476",76,1000,0.3,0.1,0,-0.09,0.09,31809.78125,0.0862340585146287,0.1,11531004
"2477",77,1000,0.3,0.1,0,-0.3415,0.3415,31316.9375,0.0918575640734861,0.15,10900505
"2478",78,1000,0.3,0.1,0,0.106,0.106,39206,0.0435548841893253,0.15,7280834
"2479",79,1000,0.3,0.1,0,-0.149,0.149,32571.15625,0.0820966794005289,0.2,7776997
"2480",80,1000,0.3,0.1,0,0.5695,0.5695,35219.15625,0.060970580148474,0.2,11853543
"2481",81,1000,0.3,0.1,0,0.0155000000000001,0.0155000000000001,32070.28125,0.0810649117559079,0.2,9467489
"2482",82,1000,0.3,0.1,0,-0.1925,0.1925,34246.3125,0.0642149929278642,0.05,11946640
"2483",83,1000,0.3,0.1,0,-0.3465,0.3465,32382.53125,0.0765812472226337,0.15,9097292
"2484",84,1000,0.3,0.1,0,-0.2365,0.2365,39048.5,0.0351365015166835,0.1,10400997
"2485",85,1000,0.3,0.1,0,0.3155,0.3155,39531.625,0.0498999499749875,0.15,11256621
"2486",86,1000,0.3,0.1,0,0.2865,0.2865,33354.78125,0.0745328118209474,0.25,9203214
"2487",87,1000,0.3,0.1,0,0.0365,0.0365,37014.75,0.0546097433211105,0.1,12668510
"2488",88,1000,0.3,0.1,0,0.0205,0.0205,31375.296875,0.107484016547574,0.1,9960798
"2489",89,1000,0.3,0.1,0,-0.233,0.233,32896.53125,0.0900926998841251,0.35,6080074
"2490",90,1000,0.3,0.1,0,-0.1155,0.1155,39815.5,0.0255,0.15,9451586
"2491",91,1000,0.3,0.1,0,-0.1815,0.1815,39101,0.0265151515151515,0.2,10142650
"2492",92,1000,0.3,0.1,0,-0.291,0.291,32612.953125,0.0834304018637158,0.1,7931307
"2493",93,1000,0.3,0.1,0,0.309,0.309,39689.25,0.0130391173520562,0.15,10672846
"2494",94,1000,0.3,0.1,0,0.483,0.483,37571.4375,0.0913924050632911,0.3,6778027
"2495",95,1000,0.3,0.1,0,0.4955,0.4955,31669.21875,0.107031071074128,0.25,13470384
"2496",96,1000,0.3,0.1,0,-0.1205,0.1205,32918.5625,0.0790161079669134,0.1,11488458
"2497",97,1000,0.3,0.1,0,0.921,0.921,33585.9375,0.0622822299651568,0.2,13536658
"2498",98,1000,0.3,0.1,0,-0.0445,0.0445,33558.8125,0.07465041233417,0.45,7627844
"2499",99,1000,0.3,0.1,0,0.17,0.17,39994,0.001,0.2,8410501
"2500",100,1000,0.3,0.1,0,0.0385,0.0385,31974,0.11115230609521,0.25,8242181
"2501",1,1000,0.3,0.2,0,-0.3185,0.3185,30610.953125,0.0991665380459947,0.2,11388311
"2502",2,1000,0.3,0.2,0,-0.311,0.311,33881.0625,0.0813789205990393,0.15,9917984
"2503",3,1000,0.3,0.2,0,-0.1865,0.1865,33746.15625,0.0898653437278526,0.15,10585985
"2504",4,1000,0.3,0.2,0,-0.039,0.039,32270.40625,0.0630925507900677,0.2,11598375
"2505",5,1000,0.3,0.2,0,0.1145,0.1145,40000,0,0.3,5821760
"2506",6,1000,0.3,0.2,0,-0.282,0.282,33558.15625,0.062862950058072,0.25,7687683
"2507",7,1000,0.3,0.2,0,0.8415,0.8415,33555.34375,0.0742766661868432,0.15,11497847
"2508",8,1000,0.3,0.2,0,-0.0305,0.0305,31546.34375,0.0820012296341838,0.15,10787486
"2509",9,1000,0.3,0.2,0,-0.2275,0.2275,38274,0.0509366179112138,0.2,8302112
"2510",10,1000,0.3,0.2,0,-0.1685,0.1685,39761.5,0.0107607607607608,0.2,10597769
"2511",11,1000,0.3,0.2,0,0.324,0.324,39976,0.0015,0.2,10317996
"2512",12,1000,0.3,0.2,0,-0.3915,0.3915,32591.9375,0.0828826195000731,0.1,8602142
"2513",13,1000,0.3,0.2,0,-0.184,0.184,40000,0,0.25,11829063
"2514",14,1000,0.3,0.2,0,-0.394,0.394,32387.140625,0.110755348566439,0.2,9110016
"2515",15,1000,0.3,0.2,0,0.284,0.284,35603.40625,0.0649760109664154,0.05,10394038
"2516",16,1000,0.3,0.2,0,0.1565,0.1565,36094.75,0.0533369069954436,0.05,7591068
"2517",17,1000,0.3,0.2,0,0.2065,0.2065,39994,5e-04,0.3,7717139
"2518",18,1000,0.3,0.2,0,-0.2585,0.2585,33450.0625,0.0844496214327315,0.1,8353812
"2519",19,1000,0.3,0.2,0,0.004,0.004,40000,0,0.15,10836624
"2520",20,1000,0.3,0.2,0,-0.1765,0.1765,33396.4375,0.0817162570073307,0.2,10063088
"2521",21,1000,0.3,0.2,0,0.164,0.164,32844.40625,0.059485054749926,0.2,5519765
"2522",22,1000,0.3,0.2,0,-0.256,0.256,31232.84375,0.0938856316150156,0.1,9377566
"2523",23,1000,0.3,0.2,0,-0.2135,0.2135,32835.1875,0.0744994110718492,0.15,9397670
"2524",24,1000,0.3,0.2,0,-0.396,0.396,32441.5,0.085545067555062,0.2,10955902
"2525",25,1000,0.3,0.2,0,0.4,0.4,39629,0.014543630892678,0.05,11213339
"2526",26,1000,0.3,0.2,0,0.408,0.408,33600.5625,0.0620043258832012,0.15,9570981
"2527",27,1000,0.3,0.2,0,0.1015,0.1015,37048.5625,0.0576365075178053,0.25,6412480
"2528",28,1000,0.3,0.2,0,-0.0679999999999999,0.0679999999999999,39964.5,0.01,0.25,9977853
"2529",29,1000,0.3,0.2,0,-0.0375,0.0375,33249.90625,0.0919350201265095,0.15,8881561
"2530",30,1000,0.3,0.2,0,0.00099999999999989,0.00099999999999989,32467.84375,0.0852163639048885,0.2,8044477
"2531",31,1000,0.3,0.2,0,-0.137,0.137,40000,0,0.25,8110840
"2532",32,1000,0.3,0.2,1,-0.913,0.913,39618.5,0.0120481927710843,0.166666666666667,16890660
"2533",33,1000,0.3,0.2,0,0.018,0.018,34201,0.0884756269371654,0.25,9466847
"2534",34,1000,0.3,0.2,0,-0.0605,0.0605,32264.9375,0.105413732394366,0.15,10996415
"2535",35,1000,0.3,0.2,0,-0.0265,0.0265,40000,0,0.2,8086659
"2536",36,1000,0.3,0.2,0,-0.121,0.121,38737,0.039969450101833,0.2,10017468
"2537",37,1000,0.3,0.2,0,0.279,0.279,39778.5,0.0112725450901804,0.1,10006518
"2538",38,1000,0.3,0.2,0,0.713,0.713,34568.5625,0.0854641467481934,0.15,11772974
"2539",39,1000,0.3,0.2,0,0.6345,0.6345,35186.40625,0.0583966827919834,0.15,9711581
"2540",40,1000,0.3,0.2,0,-0.0915,0.0915,40000,0,0.25,5915951
"2541",41,1000,0.3,0.2,0,-0.0645,0.0645,32169.171875,0.104035542391707,0.1,7670203
"2542",42,1000,0.3,0.2,0,0.0980000000000001,0.0980000000000001,39958,0.0035,0.05,9897066
"2543",43,1000,0.3,0.2,0,-0.0755,0.0755,32737.734375,0.0927230046948357,0.3,9539297
"2544",44,1000,0.3,0.2,0,0.3515,0.3515,35468.6875,0.0603371173030616,0.15,10340151
"2545",45,1000,0.3,0.2,0,-0.377,0.377,32504.53125,0.100125156445557,0.15,7875341
"2546",46,1000,0.3,0.2,0,0.0225,0.0225,37931.125,0.0604734945959856,0.15,12313977
"2547",47,1000,0.3,0.2,0,0.4575,0.4575,35346.53125,0.0629721192143936,0.15,8863235
"2548",48,1000,0.3,0.2,0,0.5305,0.5305,33422.5625,0.0744989834446703,0.15,10784575
"2549",49,1000,0.3,0.2,0,-0.0415,0.0415,40000,0,0.2,10713363
"2550",50,1000,0.3,0.2,0,0.2665,0.2665,35137,0.0744922547332186,0.2,10114504
"2551",51,1000,0.3,0.2,0,0.305,0.305,40000,0,0.3,8969365
"2552",52,1000,0.3,0.2,0,-0.3295,0.3295,31412.9375,0.102601046485175,0.15,10441188
"2553",53,1000,0.3,0.2,0,-0.023,0.023,30812.15625,0.0959592027405793,0.1,10657300
"2554",54,1000,0.3,0.2,0,-0.08,0.08,31740.75,0.0900413378429162,0.2,8883705
"2555",55,1000,0.3,0.2,0,0.734,0.734,34103.28125,0.0705482362940927,0.2,12461061
"2556",56,1000,0.3,0.2,0,-0.116,0.116,37493.5,0.0577073043930335,0.2,6988564
"2557",57,1000,0.3,0.2,0,-0.002,0.002,30891.796875,0.0699429979972269,0.2,10694256
"2558",58,1000,0.3,0.2,0,0.0535000000000001,0.0535000000000001,31436.203125,0.106761833208114,0.2,9748193
"2559",59,1000,0.3,0.2,0,-0.104,0.104,34557.6875,0.0759129213483146,0.15,9670400
"2560",60,1000,0.3,0.2,0,0.181,0.181,40000,0,0.15,8230313
"2561",61,1000,0.3,0.2,0,0.0245,0.0245,31737.625,0.101156503454491,0.15,10958832
"2562",62,1000,0.3,0.2,0,-0.383,0.383,31552.515625,0.104298166516381,0.2,10681967
"2563",63,1000,0.3,0.2,0,0.1435,0.1435,38020.3125,0.0398970398970399,0.15,9989336
"2564",64,1000,0.3,0.2,0,-0.154,0.154,40000,0,0.2,11214723
"2565",65,1000,0.3,0.2,0,0.4745,0.4745,34679.03125,0.0708172280508007,0.15,11574689
"2566",66,1000,0.3,0.2,0,0.444,0.444,35031.375,0.0717334434806554,0.15,9062505
"2567",67,1000,0.3,0.2,0,-0.177,0.177,32119.0625,0.107692307692308,0.15,10244871
"2568",68,1000,0.3,0.2,0,0.3315,0.3315,39665.75,0.015318935208438,0.15,9654217
"2569",69,1000,0.3,0.2,0,-0.19,0.19,32885.90625,0.088582111015243,0.15,8533838
"2570",70,1000,0.3,0.2,0,-0.335,0.335,31227.40625,0.0881422619966055,0.1,9347616
"2571",71,1000,0.3,0.2,1,-0.9945,0.9945,40000,0,0.125,21829392
"2572",72,1000,0.3,0.2,0,-0.182,0.182,31937.015625,0.0844285445302203,0.05,11738918
"2573",73,1000,0.3,0.2,0,-0.41,0.41,32029.765625,0.0996485192940473,0.25,7739517
"2574",74,1000,0.3,0.2,0,0.0589999999999999,0.0589999999999999,40000,0,0.2,11311136
"2575",75,1000,0.3,0.2,0,0.488,0.488,34619.59375,0.0649688698160329,0.15,11119641
"2576",76,1000,0.3,0.2,0,0.857,0.857,34519.6875,0.0825573314801946,0.15,15102138
"2577",77,1000,0.3,0.2,0,0.2705,0.2705,40000,0,0.15,8159553
"2578",78,1000,0.3,0.2,1,-0.947,0.947,39558.75,0.0237975951903808,0.0833333333333334,18164553
"2579",79,1000,0.3,0.2,0,0.659,0.659,35099.3125,0.0667860093638116,0.2,11055362
"2580",80,1000,0.3,0.2,0,-0.403,0.403,31538.53125,0.0970288012749971,0.2,10835899
"2581",81,1000,0.3,0.2,0,-0.894,0.894,39308.375,0.0301356102461075,0.1,23780060
"2582",82,1000,0.3,0.2,0,-0.1385,0.1385,33129.65625,0.070038626922236,0.15,10615102
"2583",83,1000,0.3,0.2,0,0.3505,0.3505,39695.75,0.0132898696088265,0.15,9398887
"2584",84,1000,0.3,0.2,0,-0.2285,0.2285,33612.1875,0.0783020220851857,0.15,10535854
"2585",85,1000,0.3,0.2,0,-0.2315,0.2315,32028.28125,0.105984766050054,0.2,10183756
"2586",86,1000,0.3,0.2,0,0.9315,0.9315,34538.0625,0.0803198887343533,0.15,13115533
"2587",87,1000,0.3,0.2,0,-0.042,0.042,31466.140625,0.098644578313253,0.15,12758336
"2588",88,1000,0.3,0.2,0,-0.3875,0.3875,31957.84375,0.0862120983557098,0.15,10313319
"2589",89,1000,0.3,0.2,0,0.5065,0.5065,34745.84375,0.0695876288659794,0.3,8368807
