"","rep","budget","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","overK"
"222",22,1000,0.1,0.1,0,-0.093,0.093,9585.1875,0.0687991876110688,3,0
"223",23,1000,0.1,0.1,0,0.277,0.277,9495.59375,0.0981961382113821,6,0
"224",24,1000,0.1,0.1,0,-0.525,0.525,9790.9375,0.0593998015873016,2,0
"225",25,1000,0.1,0.1,0,-0.891,0.891,9928.25,0.0946837873514941,3,0
"226",26,1000,0.1,0.1,0,-0.284,0.284,9694.3125,0.0869160039761431,2,0
"227",27,1000,0.1,0.1,1,-0.951,0.951,9978.25,0.116125999059709,0,0
"228",28,1000,0.1,0.1,0,-0.593,0.593,9809.875,0.101801192598512,5,0
"229",29,1000,0.1,0.1,0,-0.264,0.264,9694.5,0.138867568046289,4,0
"230",30,1000,0.1,0.1,0,-0.335,0.335,9705.125,0.0747987616099071,1,0
"231",31,1000,0.1,0.1,0,-0.5,0.5,9781.125,0.0822053892959146,0,0
"232",32,1000,0.1,0.1,0,-0.093,0.093,9637.5,0.0745264207377866,3,0
"233",33,1000,0.1,0.1,0,0.265,0.265,9427.796875,0.0794310171198389,6,1
"234",34,1000,0.1,0.1,0,-0.33,0.33,9718.25,0.114319809069212,2,0
"235",35,1000,0.1,0.1,0,0.638,0.638,9379.78125,0.100114671593298,6,1
"236",36,1000,0.1,0.1,0,-0.936,0.936,9937.0625,0.0935268919562113,5,0
"237",37,1000,0.1,0.1,0,-0.224,0.224,9671.71875,0.108391608391608,4,0
"238",38,1000,0.1,0.1,0,-0.744,0.744,9877,0.0891888634446185,3,0
"239",39,1000,0.1,0.1,0,0.02,0.02,9592.125,0.0834892131188427,5,0
"240",40,1000,0.1,0.1,0,-0.168,0.168,9660.59375,0.0867353269636431,4,0
"241",41,1000,0.1,0.1,0,-0.433,0.433,9754.9375,0.108809552820763,0,0
"242",42,1000,0.1,0.1,0,-0.785,0.785,9885.75,0.0929716399506782,0,0
"243",43,1000,0.1,0.1,0,-0.592,0.592,9812.4375,0.0865806137359961,2,0
"244",44,1000,0.1,0.1,0,-0.778,0.778,9876.25,0.0949003301944478,4,0
"245",45,1000,0.1,0.1,0,0.187,0.187,9443.78125,0.124103831891224,5,0
"246",46,1000,0.1,0.1,0,-0.298,0.298,9522.5625,0.0830280072036267,3,0
"247",47,1000,0.1,0.1,0,-0.539,0.539,9799.5,0.0816351735210572,0,0
"248",48,1000,0.1,0.1,0,-0.423,0.423,9749.125,0.110240963855422,5,0
"249",49,1000,0.1,0.1,0,-0.304,0.304,9482.3125,0.0732196589769308,4,0
"250",50,1000,0.1,0.1,0,-0.099,0.099,9642.4375,0.0958359229334991,7,0
"251",51,1000,0.1,0.1,0,0.091,0.091,9525,0.0873774122113255,3,0
"252",52,1000,0.1,0.1,0,-0.445,0.445,9755.375,0.0990123305318692,1,0
"253",53,1000,0.1,0.1,0,-0.038,0.038,9555.59375,0.0669907816643516,6,0
"254",54,1000,0.1,0.1,0,-0.113,0.113,9613.59375,0.092378465746612,7,0
"255",55,1000,0.1,0.1,0,0.0109999999999999,0.0109999999999999,9581.53125,0.098838645910551,7,0
"256",56,1000,0.1,0.1,0,0.165,0.165,9546.609375,0.125783888084901,3,0
"257",57,1000,0.1,0.1,0,0.388,0.388,9399.453125,0.0830940072755122,4,1
"258",58,1000,0.1,0.1,0,0.0349999999999999,0.0349999999999999,9605.765625,0.0896147143034981,4,0
"259",59,1000,0.1,0.1,0,-0.223,0.223,9682.25,0.125180897250362,1,0
"260",60,1000,0.1,0.1,0,-0.746,0.746,9876.6875,0.0757603240824717,5,0
"261",61,1000,0.1,0.1,0,-0.278,0.278,9711.5,0.0694077706525839,6,0
"262",62,1000,0.1,0.1,0,-0.083,0.083,9625.1875,0.0906374501992032,3,0
"263",63,1000,0.1,0.1,0,-0.423,0.423,9745.71875,0.103460972017673,3,0
"264",64,1000,0.1,0.1,0,0.149,0.149,9465.8125,0.136447790668971,6,0
"265",65,1000,0.1,0.1,1,-0.989,0.989,9995.5,0.0645944633317144,7,0
"266",66,1000,0.1,0.1,0,-0.382,0.382,9728.09375,0.0776752767527675,0,0
"267",67,1000,0.1,0.1,1,-0.958,0.958,9981.625,0.0679281901989326,4,0
"268",68,1000,0.1,0.1,0,-0.122,0.122,9637.0625,0.0822489565430886,0,0
"269",69,1000,0.1,0.1,0,-0.485,0.485,9776.3125,0.0873054474708171,2,1
"270",70,1000,0.1,0.1,0,-0.26,0.26,9675.84375,0.0868761552680222,4,0
"271",71,1000,0.1,0.1,0,-0.175,0.175,9652.71875,0.0844844597927972,1,0
"272",72,1000,0.1,0.1,0,-0.602,0.602,9810.125,0.104274533413606,4,0
"273",73,1000,0.1,0.1,0,-0.829,0.829,9892.25,0.0657830142366225,4,0
"274",74,1000,0.1,0.1,0,0.202,0.202,9524.25,0.0575012735608762,3,0
"275",75,1000,0.1,0.1,0,-0.004,0.004,9507.65625,0.107342206955775,7,0
"276",76,1000,0.1,0.1,0,-0.279,0.279,9698.5625,0.116863178580201,2,0
"277",77,1000,0.1,0.1,0,-0.0570000000000001,0.0570000000000001,9622.75,0.113257990035241,3,0
"278",78,1000,0.1,0.1,1,-0.972,0.972,9988,0.101176470588235,4,0
"279",79,1000,0.1,0.1,0,-0.05,0.05,9626.34375,0.125221536393082,7,0
"280",80,1000,0.1,0.1,0,0.283,0.283,9427.71875,0.105657082267823,4,0
"281",81,1000,0.1,0.1,0,-0.035,0.035,9574.0625,0.109961351452437,4,0
"282",82,1000,0.1,0.1,1,-0.964,0.964,9983,0.0885466794995188,0,0
"283",83,1000,0.1,0.1,0,-0.118,0.118,9643.375,0.129441934302113,6,0
"284",84,1000,0.1,0.1,0,0.0649999999999999,0.0649999999999999,9590,0.133405509443041,2,0
"285",85,1000,0.1,0.1,1,-0.979,0.979,9990.875,0.0732883317261331,0,0
"286",86,1000,0.1,0.1,0,-0.138,0.138,9660.5625,0.109247811983598,3,0
"287",87,1000,0.1,0.1,0,0.024,0.024,9546.1875,0.105119623156068,9,0
"288",88,1000,0.1,0.1,0,-0.451,0.451,9761.59375,0.0846172658351675,2,0
"289",89,1000,0.1,0.1,0,0.0489999999999999,0.0489999999999999,9460.875,0.0595813204508857,4,0
"290",90,1000,0.1,0.1,0,-0.11,0.11,9636.3125,0.118713733075435,4,0
"291",91,1000,0.1,0.1,0,-0.232,0.232,9697.96875,0.065198983911939,7,0
"292",92,1000,0.1,0.1,0,-0.099,0.099,9637.875,0.114871985617755,4,0
"293",93,1000,0.1,0.1,0,-0.148,0.148,9670.28125,0.0736400100275758,1,0
"294",94,1000,0.1,0.1,0,-0.373,0.373,9725.1875,0.097540288379983,3,0
"295",95,1000,0.1,0.1,0,-0.56,0.56,9802,0.083745625678774,8,0
"296",96,1000,0.1,0.1,0,-0.617,0.617,9814.6875,0.0269827260118522,1,0
"297",97,1000,0.1,0.1,0,-0.392,0.392,9732.6875,0.098750454931457,0,0
"298",98,1000,0.1,0.1,0,0.191,0.191,9550.0390625,0.104569406335745,6,0
"299",99,1000,0.1,0.1,0,0.0569999999999999,0.0569999999999999,9534.1875,0.131331403762663,4,0
"300",100,1000,0.1,0.1,0,-0.492,0.492,9776.75,0.0442760521042084,2,0
"301",1,1000,0.1,0.2,0,-0.243,0.243,9693.59375,0.106669997501874,2,0
"302",2,1000,0.1,0.2,0,-0.093,0.093,9521.03125,0.123665372482407,1,0
"303",3,1000,0.1,0.2,0,-0.997,0.997,9985.125,0.122099835950316,3,0
"304",4,1000,0.1,0.2,0,0.146,0.146,9494.625,0.112225705329154,5,0
"305",5,1000,0.1,0.2,0,-0.218,0.218,9683.125,0.0713579025476132,2,0
"306",6,1000,0.1,0.2,0,-0.025,0.025,9609.625,0.0736096306978494,3,0
"307",7,1000,0.1,0.2,0,-0.00900000000000001,0.00900000000000001,9612.953125,0.0908693479890082,6,0
"308",8,1000,0.1,0.2,0,-0.137,0.137,9410.34375,0.0834704467788887,4,0
"309",9,1000,0.1,0.2,0,-0.246,0.246,9660.9375,0.104864336348081,2,0
"310",10,1000,0.1,0.2,0,-0.465,0.465,9650.234375,0.0891113736707916,7,0
"311",11,1000,0.1,0.2,0,-0.307,0.307,9714.765625,0.104587155963303,5,0
"312",12,1000,0.1,0.2,0,-0.0639999999999999,0.0639999999999999,9649.90625,0.0862047518348053,3,0
"313",13,1000,0.1,0.2,0,-0.485,0.485,9767.8125,0.0655667056578218,4,0
"314",14,1000,0.1,0.2,0,-0.368,0.368,9358.296875,0.086770846513982,5,1
